rank,score,verdict,author,followers_raw,author_followers,rel_amp,likes,retweets,engagement,reach_median,tweet
582,46,Limited spread,ddlovato,41000000,140,0.968,16403,7587,31577.0,598,Love you tons Iowa... Will post pics ASAP!! #ImWithHer ❤️💙🇺🇸 @HillaryClinton @HillaryforIA
583,46,Limited spread,ddlovato,41000000,140,0.963,13720,8851,31422.0,597,TIMES SQUARE!!! I'm on my way to #findconfident 😝😝
584,46,Limited spread,britneyspears,36000000,138,0.94,1736,927,3590.0,539,.@KristinCav Looks like you had fun... !!! So nice to meet you xox
585,46,Limited spread,katyperry,95000000,149,0.933,6570,3408,13386.0,593,OZ! I'm SO happy to FINALLY announce that @BettyWho (11/7-28) &amp; @iamtovelo (11/30-12/15) will be joining me on #THEP
586,46,Limited spread,katyperry,95000000,149,0.726,3189,3615,10419.0,564,"Thank you for sending in almost 1000 videos! I laughed, I cried, I am encouraged by the school spirit that still exists!"
587,46,Limited spread,TheEllenShow,65000000,145,0.717,2759,705,4169.0,571,".@BrunoMars! For your bday, I’m giving you a song idea. Did you know some doctors don’t validate parking? Untouched terr"
588,46,Limited spread,ddlovato,41000000,140,0.606,9318,5221,19760.0,571,Let's do this @SugaRashadEvans!!!! #UFC192
589,46,Limited spread,ladygaga,64000000,145,0.456,2511,1360,5231.0,553,@osnapitzgaga I think it has sound and is fancy!! WOW LOOK AT THAT TECHNOLOGY😂
590,46,Limited spread,katyperry,95000000,149,0.365,2540,1345,5230.0,571,@yungskeeter ugh. I'm not limp bizquick?! 🙍
591,46,Limited spread,ArianaGrande,42000000,140,0.347,9094,2429,13952.0,599,@buteraftyeezus i love you more. i'm very excited.
592,46,Limited spread,ladygaga,64000000,145,0.328,1856,953,3762.0,557,@HausOfFranco beautiful art u made! Tony will love that!
593,46,Limited spread,ddlovato,41000000,140,0.294,3913,2841,9595.0,572,@irobotyoujane I'm so proud of you... For those who haven't seen this talented man act.. GO SEE #SPOOKNIGHT!!
594,46,Limited spread,katyperry,95000000,149,0.294,1179,1519,4217.0,561,"Oh really, is it now?! RT @SerJeeOh: @KatyPerry it’s time to troll."
595,46,Limited spread,selenagomez,45000000,141,0.174,484,1343,3170.0,610,"Had a good day! Now my mom is sick :/ gonna make sure she is good! 
Love you guys!"
596,46,Limited spread,jimmyfallon,42000000,140,0.17,274,53,380.0,580,@lindseyvonn Oh no! I was faking mine. You should've called me first! #quickrecovery
597,46,Limited spread,Cristiano,52000000,142,0.108,249,120,489.0,553,@xJRedman10x Happy birthday. Hope you have a great day.
598,46,Limited spread,Cristiano,52000000,142,0.037,40,65,170.0,551,"Not when playing, but before and after, yes. @manar141 @Cristiano wonderig: do you ever read youe fans signs while playi"
599,46,Limited spread,Cristiano,52000000,142,0.034,31,61,153.0,562,Thank you! Hope you had a wonderful day. @Stefaniya @Cristiano Thank you! You are welcome to join us for a traditional f
600,46,Limited spread,jtimberlake,41000000,140,0.033,20,35,90.0,538,.@JamesSmiler Thank you.
601,45,Limited spread,rihanna,59000000,144,8.602,15425,19793,55011.0,524,Navy please keep the people of The Philippines in your prayers!!! I was just there and this truly breaks my heart!!!
602,45,Limited spread,taylorswift13,83000000,147,4.035,28510,48932,126374.0,473,...'til you put me down.
603,45,Limited spread,katyperry,95000000,149,2.935,24427,8821,42069.0,563,Never forget the hairbrush song from Veggie Tales. That shit was lit 🔥
604,45,Limited spread,KimKardashian,48000000,142,2.064,10100,2793,15686.0,571,LOVE YOU GUYS!!! https://t.co/3Dyc7DIpaX
605,45,Limited spread,ArianaGrande,42000000,140,1.819,40610,16192,72994.0,540,thank you for the love last night my babies i love you so much
606,45,Limited spread,taylorswift13,83000000,147,1.438,24708,10169,45046.0,543,A song I wrote with @jackantonoff called 'You Are in Love' is finally up on @iTunesMusic!!!!
607,45,Limited spread,katyperry,95000000,149,1.397,9820,5101,20022.0,521,But seriously can I have a beer now? #kindaclassycoachella
608,45,Limited spread,ddlovato,41000000,140,1.156,19370,9121,37612.0,546,So glad I took a nap... (Cause I'm kind of an old lady like that) #NYE here we GO!!!
609,45,Limited spread,KimKardashian,48000000,142,0.974,6032,689,7410.0,583,you guys are giving me the best sites! thank you!
610,45,Limited spread,taylorswift13,83000000,147,0.939,9551,9948,29447.0,540,I love this tour. I love Washington DC crowds. I love that we get to play here tomorrow night too.
611,45,Limited spread,KimKardashian,48000000,142,0.637,4093,375,4843.0,510,@ayahstyles same to you 🙏🏽❤
612,45,Limited spread,jtimberlake,41000000,140,0.631,1024,343,1710.0,547,"“@ZMyersOfficial: Yeezys ? RT @QuincyPondexter: Shoutout to the big homie @jtimberlake for coming to..."" Bo Jax with the"
613,45,Limited spread,justinbieber,91000000,148,0.55,38030,20017,78064.0,525,@SB_Projects but me first 😂😂.  Naw Marty first
614,45,Limited spread,ArianaGrande,42000000,140,0.487,12212,3681,19574.0,544,@grandesnatched 😌 thank you! we will!
615,45,Limited spread,jimmyfallon,42000000,140,0.355,539,127,793.0,532,@thelonelyisland oooh ya got me!! Actually it guarantees Andy a standing o after the opening. #smart break a leg!
616,45,Limited spread,jimmyfallon,42000000,140,0.292,505,73,651.0,574,“@kristi83083: @jimmyfallon it was on the radio in Charlotte this morning!” Awesome!! Thanks!!
617,45,Limited spread,britneyspears,36000000,138,0.278,617,223,1063.0,598,@reedlikeabook_ thank you so much!!!
618,45,Limited spread,YouTube,60000000,144,0.168,159,35,229.0,543,@TheRock @IISuperwomanII Hope you enjoyed our secret volcano headquarters!
619,45,Limited spread,britneyspears,36000000,138,0.154,359,114,587.0,554,@eckerman Thank you for @Prizeo campaign donation Russ!!!
620,45,Limited spread,selenagomez,45000000,141,0.148,423,1141,2705.0,593,"Thank you so much!!! Miss you xoxo RT @CarinMB: @selenagomez woohoo!! Congrats, you looked gorgeous. xoxo"
621,45,Limited spread,rihanna,59000000,144,0.083,123,204,531.0,553,@luvRockstar101 I wrote ho!!! lol! I got in there with the best of em! Including Dream!!
622,45,Limited spread,Cristiano,52000000,142,0.067,98,103,304.0,567,@camiverea thank you
623,45,Limited spread,KimKardashian,48000000,142,0.049,299,35,369.0,499,@zachariwall hi doll!!!!!!!! i see you boo!
624,44,Limited spread,jtimberlake,41000000,140,4.519,1627,5305,12237.0,509,"#ThingsToNeverAskADJ  ""You got any Backstreet Boys??"" Bam."
625,44,Limited spread,KimKardashian,48000000,142,4.134,15732,7846,31424.0,548,I soooo didn't mean to lie to you guys about GOOD FRIDAYS coming back. Kanye flew to Italy for a Yezzy Season 3 fitting.
626,44,Limited spread,selenagomez,45000000,141,4.028,29774,21839,73452.0,521,My heart is over whelmed with the love of I Want You To Know!!! 💙💙💙💙💙💙
627,44,Limited spread,britneyspears,36000000,138,2.334,2629,3139,8907.0,550,"So excited and happy for my sister, congrats @jamielynnspears - love you."
628,44,Limited spread,ArianaGrande,42000000,140,2.172,39115,24014,87143.0,543,love you babes so very much 💜💜💜💜☕️☕️☕️☕️☕️☕️☕️
629,44,Limited spread,selenagomez,45000000,141,1.919,8987,13002,34991.0,498,"Just learned my 7th dance for Stars Dance Tour,  about 7 more to go.  R U ready to dance... Who's coming? #StarsDanceTou"
630,44,Limited spread,katyperry,95000000,149,1.792,9935,7878,25691.0,548,HELL YEAH! DAMN RIGHT! @KirkHerbstreit @CollegeGameDay #HOTTYTODDY
631,44,Limited spread,KimKardashian,48000000,142,1.45,8111,1454,11019.0,528,So happy Kanye brought North to celebrate too &amp; meet everyone! #BestBrunchEver #BdayEvent
632,44,Limited spread,justinbieber,91000000,148,1.428,100129,51169,202467.0,513,Say happy birthday to my pops! @JeremyBieber happy birthday!
633,44,Limited spread,rihanna,59000000,144,1.347,2395,3108,8611.0,492,Midnight snack?
634,44,Limited spread,jtimberlake,41000000,140,1.312,2003,775,3553.0,524,“@Mjjfan1958: @jtimberlake As a loyal Michael Jackson fan I just wanted to commemorate you on your part in #LoveNeverFel
635,44,Limited spread,katyperry,95000000,149,1.291,9056,4721,18498.0,522,I'M SO EXCITED TO PLAY 🇺🇸 I MIGHT PASS OUT 😳 #THEPRISMATICWORLDTOUR
636,44,Limited spread,TheEllenShow,65000000,145,1.231,4329,1411,7151.0,543,#BBKing. What an amazing talent. What an amazing life. What an amazing legacy.
637,44,Limited spread,TheEllenShow,65000000,145,1.061,3459,1352,6163.0,538,"Big things planned for the University of Kansas tomorrow. You free around noon, Jayhawks? I hope you bring your A-game. "
638,44,Limited spread,TheEllenShow,65000000,145,0.91,3626,832,5290.0,539,"Happy Birthday @ChrisHemsworth &amp; @ViolaDavis! That gives me a great idea: You know who should be on ""How to Get Away"
639,44,Limited spread,Twitter,55000000,143,0.847,129,380,889.0,535,"Wow, @KentonCool managed to send the 1st Tweet from an Everest summit. Where's the craziest place you've ever tweeted?"
640,44,Limited spread,shakira,42000000,140,0.821,424,779,1982.0,527,"Wow, 15m followers! Thanks guys! / Wow! 15m de seguidores! Gracias chic@s! Shak"
641,44,Limited spread,rihanna,59000000,144,0.802,2896,1119,5134.0,538,“@__tatijxo: Bout to watch the LHHATL from last night though 🔥” ditto! Apple TV make love to me!
642,44,Limited spread,jtimberlake,41000000,140,0.658,220,781,1782.0,525,"#WordsYouWillNeverHearMeSay  ""OMG. Look at my Persian kittens scrapbook!"""
643,44,Limited spread,rihanna,59000000,144,0.638,1130,1476,4082.0,521,And that's a wrap on another #MAC shoot!! 2 in 1 day!! Thats my damn team!!!
644,44,Limited spread,Cristiano,52000000,142,0.401,444,686,1816.0,555,Go Canada! “@bozieliciousCR7: @Cristiano PLEASE RT a huge fan from Canada!! I always support you no matter what. You're 
645,44,Limited spread,jimmyfallon,42000000,140,0.371,704,62,828.0,570,“@geewhizzle: @jimmyfallon When's the last time you had pizza?” Today. Harry's. It was great.
646,44,Limited spread,KimKardashian,48000000,142,0.345,1971,325,2621.0,513,"30 mins, west coast!! #KUWTK"
647,44,Limited spread,KimKardashian,48000000,142,0.344,1823,396,2615.0,540,Gonna live stream now! You have to see what I'm doing in my moms garage!!!
648,44,Limited spread,jtimberlake,41000000,140,0.343,304,313,930.0,538,“@Rojjy: Can you release another song before the album drops? @jtimberlake” #youneverknow
649,44,Limited spread,selenagomez,45000000,141,0.214,565,1675,3915.0,554,I love you guys! Getting ready for the show... THEN tomorrow I get to see my 'Monte Carlo' cast mates :) Yayyyyy!
650,44,Limited spread,rihanna,59000000,144,0.206,595,362,1319.0,546,@bwerde thank you so much!!!
651,44,Limited spread,selenagomez,45000000,141,0.185,1041,1164,3369.0,530,@osnapitzang Thank You.
652,44,Limited spread,jtimberlake,41000000,140,0.05,46,45,136.0,515,.@awkwardhobos Haha!! That's hilarious #Iwasjustplayingpeople
653,43,Limited spread,TheEllenShow,65000000,145,15.769,66397,12609,91615.0,573,What a beautiful day #WomensMarch
654,43,Limited spread,rihanna,59000000,144,4.149,4560,10986,26532.0,510,"""A system cannot fail those it was never built to protect"" #JudicialFail"
655,43,Limited spread,katyperry,95000000,149,3.02,13870,14704,43278.0,551,OMG!!!!! I CAN'T IM CRYING http://t.co/b8AaFALv8B
656,43,Limited spread,jtimberlake,41000000,140,2.47,3118,1785,6688.0,504,“@AaronRodgers12: Can't wait for Game of Thrones to come back. #winteriscoming” CAN'T WAIT.
657,43,Limited spread,katyperry,95000000,149,2.376,14952,9551,34054.0,532,RT IF YOU ARE YELLING AT THE TV RIGHT NOW. #debates
658,43,Limited spread,ArianaGrande,42000000,140,1.936,41000,18337,77674.0,495,"so, funny timing. while I was doing the KCA skit, I won an actual KCA. THANK YOU BABES ♡ and thank you @NickelodeonTV, a"
659,43,Limited spread,britneyspears,36000000,138,1.918,3636,1826,7288.0,486,"And Happy V Day to Preston, Jayden and David - I love you!"
660,43,Limited spread,Cristiano,52000000,142,1.911,2162,3251,8664.0,485,Getting ready for the @IntChampionsCup game tonight in #Miami. Will you be watching?
661,43,Limited spread,rihanna,59000000,144,1.872,5256,3358,11972.0,562,"I need a goal in the first half , thank you Belgium!!!!"
662,43,Limited spread,KimKardashian,48000000,142,0.742,4511,565,5641.0,555,So proud of my friend @Rachel_Roy who put her heart &amp; soul into her new book Design Your Life out today!!!!
663,43,Limited spread,katyperry,95000000,149,0.7,4593,2720,10033.0,522,UNCASVILLE! Finally it's YOUR turn to get your PRISMATIC WORLD TOUR tickets! http://t.co/9Hx0ofxe9h
664,43,Limited spread,justinbieber,91000000,148,0.593,30949,26565,84079.0,506,@Therealbeadles1 u don't actually need to do that. Lol
665,43,Limited spread,katyperry,95000000,149,0.357,3222,946,5114.0,514,@prismdluxe ur right I've had too much truth tea this morn
666,43,Limited spread,Cristiano,52000000,142,0.317,329,555,1439.0,551,Grande abraço “@DaniiloMoraes: @Cristiano Por favor manda um abraço em português para seus fãs no BRASIL? Please! #celeb
667,43,Limited spread,jtimberlake,41000000,140,0.313,329,260,849.0,537,“@LauraMullett: @RadioCleary Guys... Stop. THE PUNCH BROTHERS are singing this version! Marcus and myself are additional
668,43,Limited spread,britneyspears,36000000,138,0.232,435,225,885.0,547,@NikkiABoleyn So glad you love them!
669,43,Limited spread,YouTube,60000000,144,0.22,238,31,300.0,517,"@Jessewelle You are just the nicest person, Jesse. This is awesome!"
670,43,Limited spread,ddlovato,41000000,140,0.216,3000,2019,7038.0,520,@marqueshouston aww thank you Marques!!
671,43,Limited spread,selenagomez,45000000,141,0.215,542,1688,3918.0,512,"I love you, more RT @WeSing4Bieber: @selenagomez taught me to feel beautiful and no wanna be anybody else :) i love you"
672,43,Limited spread,katyperry,95000000,149,0.176,805,859,2523.0,539,Makes two of us 🐯“@EmilyJonesPhoto: just pre-ordered @katyperry's new album 🐯 i'm such a happy girl right now!”
673,43,Limited spread,jtimberlake,41000000,140,0.072,23,86,195.0,519,Just cut the ribbon for the new Mirimichi Performance Center! It looks incredible...
674,43,Limited spread,YouTube,60000000,144,0.048,63,1,65.0,513,@ijustine Everything about this looks incredible.
675,42,Limited spread,KimKardashian,48000000,142,4.091,23991,3551,31093.0,486,a girl!!!!!!!!!! how cute is she going to be!!!!!!!
676,42,Limited spread,KimKardashian,48000000,142,2.848,15566,3041,21648.0,531,Just touched down in London Town! 🇬🇧
677,42,Limited spread,jimmyfallon,42000000,140,1.229,1747,497,2741.0,497,"Tonight: @MileyCyrus, @joshgad, plus @Bourdain &amp; @Mariobatali stop by! #FallonTonight"
678,42,Limited spread,ddlovato,41000000,140,1.013,16571,8204,32979.0,532,If this song wins my heart won't be able to take it
679,42,Limited spread,ddlovato,41000000,140,0.908,15799,6905,29609.0,495,In other news... I had an amazing time on idol tonight!!!
680,42,Limited spread,jimmyfallon,42000000,140,0.768,1361,177,1715.0,511,"Fun show! Talk + music with @OfficialSting, @nbcsnl's Kate McKinnon is here, and new NFL Superlatives! #FallonTonight"
681,42,Limited spread,ddlovato,41000000,140,0.729,12626,5583,23792.0,487,Thank you so much @KChenoweth!! 💗💗💗
682,42,Limited spread,BarackObama,78000000,147,0.496,931,409,1749.0,567,"""Do we retreat from the realities of a 21st century economy, or do we advance together?""—President Obama"
683,42,Limited spread,ladygaga,64000000,145,0.387,2713,863,4439.0,528,@matthewsniezekk then Do it! AND FORGET EVERYTHING ELSE!
684,42,Limited spread,katyperry,95000000,149,0.365,1434,1904,5242.0,500,Everything's about to change!  @KatyCompletesMe: @katyperry are you gonna change your icon &amp; header any time soon? I
685,42,Limited spread,selenagomez,45000000,141,0.349,708,2831,6370.0,514,"I love the holidays :) 
Jammin to Christmas music!!"
686,42,Limited spread,YouTube,60000000,144,0.306,326,46,418.0,493,"@jimmyfallon Congratulations to you, your team, and all your subscribers! Diamonds everywhere! 💎 💎 💎"
687,42,Limited spread,britneyspears,36000000,138,0.283,247,417,1081.0,482,Me too! RT @decayingkween @britneyspears #ScreamAndShout is amazing! Can't wait for the video!
688,42,Limited spread,selenagomez,45000000,141,0.251,547,2018,4583.0,510,"Hey Everybody, I just found out I will be presenting at this years Grammy's next weekend!!!!!!"
689,42,Limited spread,katyperry,95000000,149,0.239,2222,605,3432.0,552,@katycatSWEDEN thank you for this
690,42,Limited spread,rihanna,59000000,144,0.131,223,309,841.0,504,@RezilientKas @adoringrihanna where my ring tho? #morepeopleplease
691,42,Limited spread,britneyspears,36000000,138,0.114,205,116,437.0,495,@KurtiusMaximus OMG too funny #BritneyJeanListeningParty
692,42,Limited spread,jtimberlake,41000000,140,0.069,63,62,187.0,494,"Why yes, I have. And, do you really think you can tempt me with margs (what time and where?)? #AskJT #TroubleWithTheCurv"
693,42,Limited spread,YouTube,60000000,144,0.012,15,1,17.0,493,"@smalls485 @lizakoshy You can do it, Molly!"
694,41,Limited spread,jimmyfallon,42000000,140,3.2,4741,1199,7139.0,515,Let's hope for a good game today - but I guarantee an EPIC LIVE LIP SYNC Battle on Tonight Show after. #Hart #Ferrell
695,41,Limited spread,KimKardashian,48000000,142,2.962,11179,5668,22515.0,496,Have the best birthday ever! #SWISH @kanyewest
696,41,Limited spread,britneyspears,36000000,138,2.933,3612,3792,11196.0,499,To those of you listening to the leaks... I hope you love...
697,41,Limited spread,TheEllenShow,65000000,145,2.24,6893,3060,13013.0,494,Why can’t he feel his face? Is she holding his arms down? #TheWeeknd
698,41,Limited spread,ArianaGrande,42000000,140,1.905,35832,20303,76438.0,506,don't fuck w my puppies. ever..... ☕️
699,41,Limited spread,jtimberlake,41000000,140,1.856,895,2066,5027.0,538,What are you doing this summer?!?! #LegendsOfTheSummer w. @S_C_ : https://t.co/xADPkAfIgK
700,41,Limited spread,ArianaGrande,42000000,140,1.796,31217,20414,72045.0,470,love u I do
701,41,Limited spread,ladygaga,64000000,145,1.722,9177,5287,19751.0,500,"This is why I love my team so much. My dancers are the sh🍸t. Thank you Richy, that made me cry many birthday tears!https"
702,41,Limited spread,ddlovato,41000000,140,1.707,23918,15824,55566.0,480,"Okay no seriously, goodnight world 😜"
703,41,Limited spread,jimmyfallon,42000000,140,1.646,3045,314,3673.0,477,Happy Thanksgiving!! Watching the parade with the NBC All Stars @SavannahGuthrie @MLauer and @alroker.
704,41,Limited spread,ArianaGrande,42000000,140,1.634,37181,14185,65551.0,503,yoooooooooooooo what
705,41,Limited spread,katyperry,95000000,149,1.035,3527,5653,14833.0,480,"""When you get older the happy birthday song should always be played using minor chords"" -Dr. Luke"
706,41,Limited spread,selenagomez,45000000,141,0.965,1562,8025,17612.0,514,"Morning all, I wake up to Selena is Emazing trending topic world wide.  I love you guys, #MTVEMA are gonna rock tonight."
707,41,Limited spread,katyperry,95000000,149,0.84,3629,4206,12041.0,486,"Something VERY special is happening @ midnight EST tonight on ITUNES! My incredible, inspiring boyfriend @JohnMayer will"
708,41,Limited spread,ddlovato,41000000,140,0.508,7182,4695,16572.0,537,Wow thank you guys so much.. 🙏🏼💗 @TheSource
709,41,Limited spread,shakira,42000000,140,0.386,299,317,933.0,513,You gave everything on stage tonight @KarinaIglesias_ ! Happy to have you on #teamshakira! #VoicePlayoffs
710,41,Limited spread,ladygaga,64000000,145,0.29,1900,712,3324.0,534,@WickedHoe @RyanPruneau TAP DOWN THOSE BOOTS WHILE I BEAT AROUND 👋LETS FUNK DOWNTOWN
711,41,Limited spread,britneyspears,36000000,138,0.273,514,264,1042.0,476,@LotteyRoseLDN It was lovely. How was yours? xo
712,41,Limited spread,jtimberlake,41000000,140,0.259,292,205,702.0,498,“@Brogers821: @jtimberlake JT my lil man Ryan just had his bday. Lil 6yr old loves Suit &amp; Tie. Love it! Happy Bday t
713,41,Limited spread,ddlovato,41000000,140,0.24,4296,1761,7818.0,503,@standupkid thank you 🙏🏼😊
714,41,Limited spread,KimKardashian,48000000,142,0.236,1237,280,1797.0,506,@JoeBleedsBlue my assistant will dm you for your address to send you the shoes
715,41,Limited spread,selenagomez,45000000,141,0.224,1192,1452,4096.0,524,"@MarceloCyrus ""I know what you did last summer"""
716,41,Limited spread,britneyspears,36000000,138,0.168,376,132,640.0,500,@codyspearz thank you!!!  See ya next week!!!
717,41,Limited spread,britneyspears,36000000,138,0.094,167,97,361.0,482,@Stan4_Minaj @DARRAGHMINAJ got ya both! BritneySurprise
718,41,Limited spread,selenagomez,45000000,141,0.093,208,745,1698.0,453,@BrandonSmithCEO Aw haha thank you! I'll come by!!
719,41,Limited spread,selenagomez,45000000,141,0.03,148,202,552.0,471,@Forever4selena it's coming soon!!
720,41,Limited spread,YouTube,60000000,144,0.026,20,8,36.0,553,@shebbles7 @shebbles7 Yes! This is what vlogging dreams are made of. 💕
721,41,Limited spread,YouTube,60000000,144,0.023,15,8,31.0,520,"@iVexusHD Oooo, where can we get one of those?"
722,41,Limited spread,YouTube,60000000,144,0.018,12,6,24.0,523,@REGYATES Both. You do both.
723,40,Limited spread,taylorswift13,83000000,147,11.626,150388,106868,364124.0,499,"I don't understand this odd dress debate and I feel like it's a trick somehow. 
I'm confused and scared.
PS it's OBVIO"
724,40,Limited spread,ArianaGrande,42000000,140,6.937,135235,71532,278299.0,512,well this is utterly terrifying
725,40,Limited spread,taylorswift13,83000000,147,2.979,44761,24265,93291.0,458,"#BlankSpace performance tonight on the #AMAs!!!!!!! It's gonna be crazy.
No like, actually crazy."
726,40,Limited spread,taylorswift13,83000000,147,2.944,43596,24302,92200.0,459,"Brb I'll just be listening to 'Hands To Myself' all day and then forever.

Love you so much @selenagomez 
#Revival is"
727,40,Limited spread,jimmyfallon,42000000,140,2.874,5167,623,6413.0,489,What @davidblaine does on our show tonight is truly unreal. I've never seen anything - or will I ever - see anything lik
728,40,Limited spread,KimKardashian,48000000,142,2.48,13700,2577,18854.0,481,Awwww @KylieJenner just sent me her lip kit!!! #obsessed #specialdelivery
729,40,Limited spread,ArianaGrande,42000000,140,2.355,46169,24152,94473.0,479,look at all the things my true love gaaaave to me....... my true love. 🌨
730,40,Limited spread,ddlovato,41000000,140,1.863,26253,17184,60621.0,446,"Dear hair, please grow faster. Love, your scalp."
731,40,Limited spread,ArianaGrande,42000000,140,1.745,37864,16072,70008.0,474,thank you babies
732,40,Limited spread,Cristiano,52000000,142,1.315,2251,1856,5963.0,424,Acabei de fazer as minhas previsões para o Team CR vs. Osasuna no #VivaRonaldo. E tu? @VivaRonaldo
733,40,Limited spread,jimmyfallon,42000000,140,1.274,1994,423,2840.0,453,Channing rocked this!!! Ew! #BestOFallon
734,40,Limited spread,selenagomez,45000000,141,1.272,8380,7405,23190.0,477,@D_DELUISE @JakeTAustin @comeagainjen @DavidHenrie @Maria_CB I love you guys
735,40,Limited spread,rihanna,59000000,144,1.107,1717,2683,7083.0,486,#TORONTO I always had a special place in my heart for you! Lastnight was unforgettable!!! Thank you! Tonight is #Round2 
736,40,Limited spread,ArianaGrande,42000000,140,1.085,22853,10337,43527.0,471,San Diego y'all were amazing last night... I love you Chula Vista 💘 fell asleep before I got to tweet thank you. thank y
737,40,Limited spread,ArianaGrande,42000000,140,1.009,20820,9829,40478.0,477,wish I could be there with you watching tonight @frankiejgrande #worstpostever I love you so so so much !!
738,40,Limited spread,britneyspears,36000000,138,0.926,1695,920,3535.0,517,"@jamielynnspears Love you more, Jamie Lynn! 😘"
739,40,Limited spread,britneyspears,36000000,138,0.925,1802,865,3532.0,438,Getting glammed up now by the amazing @glennnutley :) Ready for round 3 Vegas??? #PieceOfMe
740,40,Limited spread,KimKardashian,48000000,142,0.9,5295,774,6843.0,494,Live streaming in a sec! You guys are gonna die when you see my Christmas pressies!!!!
741,40,Limited spread,KimKardashian,48000000,142,0.524,2902,541,3984.0,534,GIRLS NIGHT IN: WOULD YOU RATHER? https://t.co/QZyAUA6oOr https://t.co/r3UW7OGT54
742,40,Limited spread,selenagomez,45000000,141,0.461,1401,3503,8407.0,478,"I love you guys :)
Hope you're having a great day!"
743,40,Limited spread,britneyspears,36000000,138,0.444,1040,329,1698.0,462,@mike47725919 Tell me about it... August 26th can't come soon enough!! So excited for you to hear it!
744,40,Limited spread,ArianaGrande,42000000,140,0.344,7679,3058,13795.0,474,@justjared_jose @BriLoveLife wow i love @brilovelife this is cute
745,40,Limited spread,britneyspears,36000000,138,0.341,305,499,1303.0,489,"Thx sweetie, followed! Who else? Tweet #VoteCarlyRose RT @PaigeSklar follow me!!!! i #VoteCarlyRose every week!! now im "
746,40,Limited spread,justinbieber,91000000,148,0.338,18261,14853,47967.0,497,@QuentinMonot good meeting you
747,40,Limited spread,jtimberlake,41000000,140,0.318,69,396,861.0,501,What a Memorial Day weekend! The William Rast car just won the Indy 500!!!!
748,40,Limited spread,jtimberlake,41000000,140,0.282,297,234,765.0,496,"“@robknox_ys: ""Not my dog"".. Haaaaa!! That's incredible.” I'm serious. That's what we say, bro!!"
749,40,Limited spread,ddlovato,41000000,140,0.248,3562,2270,8102.0,471,@demistribute I would have 10 dogs if I could!! Right now he has Lucy!!
750,40,Limited spread,katyperry,95000000,149,0.231,2068,623,3314.0,480,@Eduardo_KatyCat miss you
751,40,Limited spread,katyperry,95000000,149,0.228,965,1153,3271.0,491,You quick gr! “@LizzieVang_: Dark Horse - @katyperry . You already know it's on repeat! 😁❤️😊”
752,40,Limited spread,ddlovato,41000000,140,0.212,3792,1563,6918.0,463,@cflower14 water water water!! Drink tons and tons of water!!
753,40,Limited spread,britneyspears,36000000,138,0.185,421,142,705.0,478,@_SpearsFan_ @musicallyapp you're adorable! love this ❤️
754,40,Limited spread,Twitter,55000000,143,0.176,121,32,185.0,522,@TheRealStanLee You got it! #Excelsior
755,40,Limited spread,katyperry,95000000,149,0.166,895,742,2379.0,451,"@lolabridgeta94 thank you, them are kind words."
756,40,Limited spread,jtimberlake,41000000,140,0.162,144,148,440.0,495,"""@MyBrewTube: I dropped my daughter off at school. Why am I still listening to the ANNIE soundtrack?"" Because it's amazi"
757,40,Limited spread,jimmyfallon,42000000,140,0.094,155,27,209.0,489,@randyflagler @SpecialOChi @NBCChicagoFire @NBCChicagoPD You guys too!! #defrosting
758,40,Limited spread,Cristiano,52000000,142,0.074,78,128,334.0,422,Obrigado. Espero jogar novamente em breve. RT @AdriannaFiore @Cristiano Recuperate prontooo!!!! We miss you!
759,40,Limited spread,Twitter,55000000,143,0.058,27,17,61.0,503,"@IainRoster Cheers, Iain! Happy Birthday!🎈"
760,40,Limited spread,britneyspears,36000000,138,0.053,51,75,201.0,466,@DedeBep thx so much - love u too!!  xxoo
761,40,Limited spread,Cristiano,52000000,142,0.04,62,60,182.0,468,@halamadrid7kh thank you for the support
762,40,Limited spread,YouTube,60000000,144,0.029,25,7,39.0,485,"@makemebad35 @shortneyb Yesssss send us results! Literally, upload the pizza mac 'n' cheese into your computer."
763,40,Limited spread,jtimberlake,41000000,140,0.019,10,21,52.0,452,.@robknox_ys Finally... A road win.
764,39,Limited spread,TheEllenShow,65000000,145,13.461,49546,14332,78210.0,482,"My heart is heavy today, but I still believe in love. There’s more love than hate in this world. #OrlandoUnited"
765,39,Limited spread,jtimberlake,41000000,140,9.023,13006,5714,24434.0,508,Happy Easter and all that!!!
766,39,Limited spread,TheEllenShow,65000000,145,6.064,21943,6643,35229.0,467,".@KeshaRose, just want you to know I’m thinking of you today and sending you my love and support."
767,39,Limited spread,selenagomez,45000000,141,4.908,39259,25120,89499.0,454,I just wanna say thank you to all you guys for the past few weeks. Reminds me of why I do what I do!
768,39,Limited spread,TheEllenShow,65000000,145,4.201,17967,3221,24409.0,422,"Confirmed! President @BarackObama is on my show next Friday! And he’s gonna play
“Never Have I Ever""! That part is unco"
769,39,Limited spread,jtimberlake,41000000,140,3.31,4164,2400,8964.0,476,"Remember this Abu Dhabi? Istanbul, I'm in your city tonight!  Y'all ready to TURN ALL THE WAY UP?!?!… http://t.co/Bhwfbn"
770,39,Limited spread,jtimberlake,41000000,140,3.227,6509,1115,8739.0,482,NBD... Just writing with @littlebigtown This band is the truth!! So good!!!! https://t.co/2d3a2Ilxqu
