author,followers_raw,author_followers,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
YouTube,60000000,144,5,Likely to fizzle,160,1225,187,1599.0,1.171,This 360˚ dinosaur can literally never pick on anyone its own size. https://t.co/hDhIB6fNHo https://t.co/7ZLWDGeNYu
KimKardashian,48000000,142,4,Likely to fizzle,142,52566,16520,85606.0,11.262,THANKFUL https://t.co/tPF9nB4hSI
Cristiano,52000000,142,32,Limited spread,386,401,192,785.0,0.173,@zainal_audio Thank you.
TheEllenShow,65000000,145,4,Likely to fizzle,145,2361,410,3181.0,0.547,I took your favorite classic holiday movies and added dancing. You're welcome. https://t.co/53FwdBdj4K
cnnbrk,25000000,134,3,Likely to fizzle,134,584,534,1652.0,1.198,"Former Israeli President and PM Shimon Peres has died at 93, Israeli media says.  https://t.co/gRO40Fc4UE"
cnnbrk,25000000,134,3,Likely to fizzle,134,1690,1033,3756.0,2.726,"Chinese migrant worker with no college degree has found solution to complex math problem, wowing academics. https://t.co"
ladygaga,64000000,145,12,Likely to fizzle,203,6116,3725,13566.0,1.182,"I get to travel the world year after year to tour, and the defining factor is that each country is connected by the musi"
ArianaGrande,42000000,140,4,Likely to fizzle,140,30233,8687,47607.0,1.187,❄️❄️❄️ @Brookstone #BrookstoneXAri https://t.co/bgw7Bff2F2 https://t.co/24B9rOpcDM
KimKardashian,48000000,142,4,Likely to fizzle,142,2919,369,3657.0,0.481,Kanye's fave is the wave sweatshirt and hat https://t.co/0e3OVRv77j
Twitter,55000000,143,4,Likely to fizzle,143,189,355,899.0,0.857,Twitter Applications and OAuth - read all about it: http://t.co/cJSRoVX
britneyspears,36000000,138,24,Likely to fizzle,305,634,944,2522.0,0.66,The @GRL song #Vacation comes free when u #BuyOohLaLaOniTunes. Girls are hot &amp; so is the track &lt;3
ArianaGrande,42000000,140,13,Likely to fizzle,218,47815,26970,101755.0,2.536,💜💜💜💜💜💜💜💜
shakira,42000000,140,8,Likely to fizzle,184,2050,4459,10968.0,4.559,"Diomedes, nos regaló lo mejor de la parranda vallenata y sus versos alegres quedaran siempre grabados en nuestros corazo"
Cristiano,52000000,142,4,Likely to fizzle,142,27231,7698,42627.0,9.404,UCL 👍🏼 https://t.co/cIxu4oQZc7
ddlovato,41000000,140,12,Likely to fizzle,208,17396,11327,40050.0,1.231,HELL YESSS!!! https://t.co/Q7ifpeL9R9
TheEllenShow,65000000,145,4,Likely to fizzle,145,9182,3351,15884.0,2.734,I've waited 14 years for this. @GreenDay is here. #AmericanIdiot https://t.co/hwntIIdqRz
BarackObama,78000000,147,4,Likely to fizzle,147,2325,2033,6391.0,1.813,"If you agree women should earn #EqualPay for equal work, get your name #OnTheRecord: http://t.co/RFtJHhLmDx http://t.co/"
britneyspears,36000000,138,20,Likely to fizzle,273,350,164,678.0,0.177,@AmandaLoyde awwww thank you so so so much :)
instagram,45000000,141,4,Likely to fizzle,141,652,92,836.0,0.613,"Family cuddles on a lazy Sunday #WHPthisishome
https://t.co/staARUxT92"
BarackObama,78000000,147,5,Likely to fizzle,168,1648,753,3154.0,0.895,"""If Congress is serious about wanting to create jobs, this was not the way to do it."" —President Obama on rejecting the "
shakira,42000000,140,5,Likely to fizzle,162,2577,1044,4665.0,1.939,Ya es hora de preparar para el año escolar pero 59 millones de niños aun no están en el colegio.Firma la petición y alza
ddlovato,41000000,140,33,Limited spread,408,18783,8238,35259.0,1.083,I wanna do a mini Twitter spree... Go!!!
instagram,45000000,141,4,Likely to fizzle,141,845,206,1257.0,0.922,"The Week on Instagram | 234
https://t.co/kR21HvOa1p https://t.co/hDSgvuiV55"
YouTube,60000000,144,4,Likely to fizzle,144,2113,307,2727.0,1.998,She’s got some super sick lipstick tricks. https://t.co/gOzYwtoYHF 💋💋 https://t.co/JJ1Ez6nqkX
jimmyfallon,42000000,140,20,Likely to fizzle,273,1383,696,2775.0,1.244,Good luck @CanadiensMTL. Go @NYRangers!! #BecauseItsTheCup
BarackObama,78000000,147,4,Likely to fizzle,147,2056,822,3700.0,1.05,Get ready for the final sprint. You have until midnight to enter ... Go! http://t.co/XMBLzQanJW http://t.co/x76RVF9j9l
katyperry,95000000,149,4,Likely to fizzle,149,13974,8988,31950.0,2.229,"A💘Valentine's💘gift to you from 👑Katy-Patra👑 the Queen of Memphis, Egypt: http://t.co/oxKfeA6PS3 http://t.co/bqgyKrlvIC"
ddlovato,41000000,140,41,Limited spread,537,7182,4695,16572.0,0.508,Wow thank you guys so much.. 🙏🏼💗 @TheSource
justinbieber,91000000,148,4,Likely to fizzle,148,81329,45729,172787.0,1.219,https://t.co/ZWMJvhasht
justinbieber,91000000,148,31,Limited spread,352,46315,33955,114225.0,0.805,Just saw it was your birthday bro. Happy birthday @asherroth. Lark on my go cart :)
Cristiano,52000000,142,4,Likely to fizzle,142,2158,2189,6536.0,1.442,Today I’m launching the #CR7emag with lots of behind the scenes and really cool exclusive content. http://t.co/pkhEHkOgH
katyperry,95000000,149,16,Likely to fizzle,245,1851,987,3825.0,0.267,@xokatic 😜
rihanna,59000000,144,5,Likely to fizzle,159,817,1110,3037.0,0.474,Look at you....now look at us!!!! #RIHverIsland SUMMER collection is available online and in stores on… http://t.co/Sgxb
jtimberlake,41000000,140,4,Likely to fizzle,140,545,495,1535.0,0.566,Come find it NYC! #finderskeepers #The2020Experience http://t.co/vIosHkx2xU
jimmyfallon,42000000,140,12,Likely to fizzle,198,15810,2634,21078.0,9.448,"Honored to win People's Choice Award for Favorite Late Night Host. Thank you to my pal, Steve Harvey for announcing it. "
Twitter,55000000,143,8,Likely to fizzle,177,59,31,121.0,0.115,"@MekanSSJ As the ancient proverb goes:

A phone does not Tweet if a phone does not charge.

...Or something like tha"
rihanna,59000000,144,11,Likely to fizzle,216,12908,6580,26068.0,4.076,Congrats to everyone who's supported my #AMERICANOXYGEN video!!! It's a proud moment to have this… https://t.co/MGNISOtz
TheEllenShow,65000000,145,4,Likely to fizzle,145,5472,1050,7572.0,1.303,"Happy birthday, @RondaRousey. Please come back and rough up @AndyLassner. It doesn't even need to be on TV. https://t.co"
jimmyfallon,42000000,140,28,Limited spread,350,5405,1958,9321.0,4.178,"Kanye is teaching an LA college class as punishment for a run-in with paparazzi. The students said ""Why are WE being pun"
ArianaGrande,42000000,140,4,Likely to fizzle,140,20186,9617,39420.0,0.982,hahahaahhah https://t.co/FgXzExTFOk
taylorswift13,83000000,147,13,Likely to fizzle,206,7522,7452,22426.0,0.715,"Backstage at Wembley Stadium, eating candy, waiting to play later on- stoked for tonight! #CapitalSTB"
taylorswift13,83000000,147,4,Likely to fizzle,147,29904,12591,55086.0,1.759,"The making of 'Out of the Woods' and 'I Know Places'.

http://t.co/8hBc1Npytb"
ArianaGrande,42000000,140,18,Likely to fizzle,230,37836,22827,83490.0,2.081,#5daysTilDangerouswoman
ArianaGrande,42000000,140,4,Likely to fizzle,140,20405,9703,39811.0,0.991,I'm doooooooonnnneeeeeeeeeee  https://t.co/kpvkSGXxwZ
Cristiano,52000000,142,4,Likely to fizzle,142,25828,22441,70710.0,15.599,"Today I recieved the Golden Boot for the 3rd time, a special day. I thank my family, teammates, the club and the fans ht"
britneyspears,36000000,138,29,Limited spread,327,157,141,439.0,0.115,@fckkbritney All smiles here....wow! #BritneyJeanOniTunes
ArianaGrande,42000000,140,4,Likely to fizzle,140,24522,13207,50936.0,1.27,"""baby loves, i'm tryna talk to you"" 💭 https://t.co/7G9hp0QOsv"
TheEllenShow,65000000,145,5,Likely to fizzle,167,1303,130,1563.0,0.269,"If you're watching my show, I hope it's on a @TCL_USA Roku 4K TV. If not, you can get 'em at Target! https://t.co/8IKmE8"
Cristiano,52000000,142,4,Likely to fizzle,142,3411,2843,9097.0,2.007,Get my new mobile game Cristiano Ronaldo Footy for free! http://t.co/Ym4IaBnWsj @GooglePlay http://t.co/NWLns45p9P
Cristiano,52000000,142,4,Likely to fizzle,142,16500,7123,30746.0,6.783,It’s about the bold choices we make that embrace risk and inspire courage. What drives you? @Herbalife #CR7Drive http://
Cristiano,52000000,142,4,Likely to fizzle,142,1866,2902,7670.0,1.692,Watching a movie at the hotel. http://t.co/1OFXc59fYZ
ladygaga,64000000,145,4,Likely to fizzle,145,20100,10855,41810.0,3.643,ACDC was killer can't wait to see Beck and Sam Smith! #Grammys2015 http://t.co/Ru0P2FMUYr
ArianaGrande,42000000,140,4,Likely to fizzle,140,20610,10069,40748.0,1.016,the cutest grumpy face ever (I proudly was the only one who cheered him up) #imissyou #somuch… https://t.co/UFcIvwy9o3
instagram,45000000,141,4,Likely to fizzle,141,818,145,1108.0,0.813,Taking in the view #FromWhereIRun with @nictinworth https://t.co/2dWk71tK0l
selenagomez,45000000,141,4,Likely to fizzle,141,5024,6421,17866.0,0.979,After hours http://t.co/7NeKiPlTIP
selenagomez,45000000,141,13,Likely to fizzle,225,4166,6897,17960.0,0.984,Got style? Tell the world! Check out http://t.co/93ERPsap and you could rule the @adidasNEOlabel runway in NYC with me! 
katyperry,95000000,149,25,Limited spread,311,12427,5680,23787.0,1.66,Let's just say I am dressed for the ball today... tune in on @nflnetwork #SB49 #🏈
katyperry,95000000,149,9,Likely to fizzle,185,2790,2243,7276.0,0.507,GLASGOW is SOLD OUT! Second show added on May 18! http://t.co/N33j0x2oXA
KimKardashian,48000000,142,7,Likely to fizzle,182,4049,1076,6201.0,0.815,AMAZING http://t.co/wTwn96QZhG
BarackObama,78000000,147,4,Likely to fizzle,147,2538,1058,4654.0,1.32,Tune in for President Obama's final State of the Union at 9 p.m. ET tonight. https://t.co/xq5NS39Vbq #SOTU https://t.co/
jtimberlake,41000000,140,17,Likely to fizzle,245,824,705,2234.0,0.825,"“@jimmyfallon: Looking forward to spending a week with my friend @jtimberlake March 11 - 15. #LateNight” Me too, Jimbo!!"
britneyspears,36000000,138,3,Likely to fizzle,138,1833,670,3173.0,0.831,"It’s different every night, but right now I’d say “Toxic"" #AskBritney https://t.co/elYkHCGJcX"
TheEllenShow,65000000,145,12,Likely to fizzle,213,4499,833,6165.0,1.061,We tweet. We text. We never email. Funny.  https://t.co/kVu8nQcDVe
shakira,42000000,140,4,Likely to fizzle,140,844,514,1872.0,0.776,"Watch the new lyric video for Shak's next single, Empire (from her new self-titled album, out March 25)! http://t.co/UXv"
britneyspears,36000000,138,13,Likely to fizzle,221,5171,1495,8161.0,2.138,I'm so grateful for your amazing songs!! ❤️❤️❤️ https://t.co/9AbGFnRFnv
instagram,45000000,141,4,Likely to fizzle,141,1506,328,2162.0,1.587,Creating layers with illustrator @pan_limbert https://t.co/o96BpsbHPW https://t.co/RRPyAsbMPN
katyperry,95000000,149,86,Viral potential,1000,4088,4004,12096.0,0.843,GOOD MORNING AMERICA! Who's meeting me in Times Square this morning for some morning fun?!?! 🐯
katyperry,95000000,149,24,Likely to fizzle,301,764,535,1834.0,0.128,@daniellelight22 yer welcome. 🎂
rihanna,59000000,144,18,Likely to fizzle,243,2488,4274,11036.0,1.726,#HistoRIH
selenagomez,45000000,141,4,Likely to fizzle,141,818,1934,4686.0,0.257,"Check out this ""Who Says"" Myflipbook video.  If you want to make your own with your friends click here:... http://fb.me/"
shakira,42000000,140,21,Likely to fizzle,272,1345,495,2335.0,0.968,So excited to add Emily's sound to #TeamShakira this season! #BlindsContinue
TheEllenShow,65000000,145,6,Likely to fizzle,163,2371,327,3025.0,0.52,People are diving into the snow in their underwear. What are you thinking? Do it in these. https://t.co/TZwdUNcX4u https
rihanna,59000000,144,32,Limited spread,365,6330,4094,14518.0,2.27,Thank You #MayaAngelou  :')
Cristiano,52000000,142,4,Likely to fizzle,142,47603,43554,134711.0,29.718,"It's an unforgettable moment
in my life to win the Ballon d’Or for the third time! I fee... http://t.co/OnVq1Ut2eP http"
ddlovato,41000000,140,11,Likely to fizzle,200,3463,1889,7241.0,0.222,"@nikkayymouse the jinx, making a murder, the staircase, fed up are a few I like"
BarackObama,78000000,147,4,Likely to fizzle,147,918,391,1700.0,0.482,"Tune in at 5:50 p.m. ET to watch the President deliver remarks on our economy in Louisville, Kentucky: http://t.co/hDIWz"
TheEllenShow,65000000,145,20,Likely to fizzle,272,1517,377,2271.0,0.39,"“Blood Lions” airs on MSNBC tonight at 10pm and 11pm. If you care as much about protecting lions as I do, I know you’ll "
jtimberlake,41000000,140,59,Has legs,716,58,78,214.0,0.079,"""@bsp1128: @jtimberlake Sweet GTO, I was just driving next to you in the Valley."" Why, thank you kindly..."
Cristiano,52000000,142,4,Likely to fizzle,142,12442,3007,18456.0,4.071,Talking about fashion 🙂😉 https://t.co/VW7LIqGFDi
BarackObama,78000000,147,4,Likely to fizzle,147,5412,1411,8234.0,2.336,The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate https://t
cnnbrk,25000000,134,3,Likely to fizzle,134,747,505,1757.0,1.274,"Philippines officials seize $120 million worth of meth, the country's largest meth bust ever.… https://t.co/pby3IeDLao"
shakira,42000000,140,4,Likely to fizzle,140,549,593,1735.0,0.718,"Here I go by ""Mini LeBron"", respect! Shak #instavideo http://t.co/l7NtZRUvCU"
ArianaGrande,42000000,140,4,Likely to fizzle,140,16964,6983,30930.0,0.77,thank you @1027KIISFM @JoJoWright for having me &amp; for making #DangerousWoman # 1 on the countdown tn! love y'all sm 
selenagomez,45000000,141,4,Likely to fizzle,141,640,1980,4600.0,0.252,Working hard on new designs for Dream Out Loud fall 2012.... Yes almost a year in advance.  What are you guys... http://
selenagomez,45000000,141,4,Likely to fizzle,141,5363,6897,19157.0,1.05,X http://t.co/kSkR2IVrHO
cnnbrk,25000000,134,3,Likely to fizzle,134,684,315,1314.0,0.953,"Beyonce and Adele score 3 of the top nominations, including album of the year, for the 59th Annual Grammy Awards.… https"
britneyspears,36000000,138,35,Limited spread,439,243,236,715.0,0.187,.@hannahrivaa We love to ride four wheelers! #AskBritneyJean
britneyspears,36000000,138,17,Likely to fizzle,230,109,128,365.0,0.095,@elifsuxx Yes! Hello :)
selenagomez,45000000,141,74,Has legs,980,622,1897,4416.0,0.242,Happy thanksgiving everyone. I can't even describe how thankful I am for y'all! Love you
rihanna,59000000,144,4,Likely to fizzle,144,3548,1871,7290.0,1.14,#bfa http://t.co/03kftbjyyg
ArianaGrande,42000000,140,6,Likely to fizzle,169,16758,8151,33060.0,0.823,i love @iamskot https://t.co/ycFceSc4Xd
justinbieber,91000000,148,9,Likely to fizzle,194,42370,27718,97806.0,0.69,Favorite song? https://t.co/ZWMJvhasht
jtimberlake,41000000,140,40,Limited spread,452,10,21,52.0,0.019,.@robknox_ys Finally... A road win.
ddlovato,41000000,140,16,Likely to fizzle,219,18418,10599,39616.0,1.217,Ps. There's a Walburger here 😱🍔
Cristiano,52000000,142,22,Likely to fizzle,276,969,1052,3073.0,0.677,@Fran_Oviedo Saludos Venezuela!
ArianaGrande,42000000,140,4,Likely to fizzle,140,17687,10274,38235.0,0.952,Rip Chanel no 2 @screamqueens https://t.co/aRCk4RLflQ
jtimberlake,41000000,140,8,Likely to fizzle,186,3622,2327,8276.0,3.056,“@StaceofBase69: @jtimberlake so f'ing true!!! Lmao! http://t.co/dmVA9TS9gw” I almost spit my water all over the table.
ArianaGrande,42000000,140,4,Likely to fizzle,140,12986,4876,22738.0,0.566,🙊 https://t.co/18Kq3zBrXW
Twitter,55000000,143,4,Likely to fizzle,143,145,305,755.0,0.72,Your Mom...On Twitter http://t.co/Sz7WVPc
TheEllenShow,65000000,145,7,Likely to fizzle,174,27580,8987,45554.0,7.841,"Happy birthday, @ZacEfron! I hope it’s really weird. https://t.co/B8AoAQRE5R"
TheEllenShow,65000000,145,8,Likely to fizzle,182,1163,183,1529.0,0.263,"Congrats, @wheresvanessa95, @carolineR426 &amp; @maddy_carlin on winning my #BadMothersDay contest. Now please get your "
ArianaGrande,42000000,140,4,Likely to fizzle,140,15447,5829,27105.0,0.675,I kove u more  https://t.co/L0814oKFgV
katyperry,95000000,149,29,Limited spread,350,9719,4898,19515.0,1.362,I love seeing all these drunk babies waddle around in pastels #Easter
cnnbrk,25000000,134,4,Likely to fizzle,134,1642,722,3086.0,2.239,The 2016 Olympic Games begin in Rio with the lighting of the Olympic flame. https://t.co/uF3XYhSOIL https://t.co/Ce2r7dP
justinbieber,91000000,148,9,Likely to fizzle,193,116881,47804,212489.0,1.499,London #PurposeTour
BarackObama,78000000,147,15,Likely to fizzle,236,1714,1953,5620.0,1.595,"""Every year, we spend $80 billion to keep those folks incarcerated."" —President Obama"
jtimberlake,41000000,140,13,Likely to fizzle,221,1185,736,2657.0,0.98,@memgrizz #BelieveMemphis
Twitter,55000000,143,5,Likely to fizzle,160,355,656,1667.0,1.589,"People sent more than 20 million Tweets about the storm between Oct 27 &amp; Nov 1. Terms tracked: ""sandy"", ""hurricane"","
cnnbrk,25000000,134,3,Likely to fizzle,134,1189,528,2245.0,1.628,"In speech tonight at Congressional Black Caucus awards dinner, Obama expected to urge action to stop Trump. https://t.co"
katyperry,95000000,149,27,Limited spread,333,9145,4658,18461.0,1.288,My friend just said her preferred workout method was gardening 😍
jimmyfallon,42000000,140,4,Likely to fizzle,140,576,222,1020.0,0.457,Audra McDonald (@AudraEqualityMc) &amp; I sing more Yahoo Answers with a little help from @mxtrjoshcharles http://t.co/5
Twitter,55000000,143,4,Likely to fizzle,143,631,248,1127.0,1.074,"The #DrummondPuddleWatch is making a splash around the 🌍

https://t.co/5ZPosz4wVo https://t.co/p92UZxX6sq"
jtimberlake,41000000,140,11,Likely to fizzle,203,1303,1704,4711.0,1.74,JT &amp; JAY Z in Toronto!!! https://t.co/VSaNUGs4Ti  -teamJT
taylorswift13,83000000,147,69,Has legs,927,7981,8722,25425.0,0.811,Newark. You are amazing. See you tomorrow? And the next night? Excellent.
KimKardashian,48000000,142,58,Has legs,749,18228,4683,27594.0,3.63,I love you guys so much!!! Thank you for all of the birthday love! It means so much to me!!!! 🎂🎈🎉
Twitter,55000000,143,4,Likely to fizzle,143,1938,1278,4494.0,4.284,Tweeting our warmest wishes today to you and yours for a happy holiday season. http://t.co/CYS4T24pZk
Twitter,55000000,143,11,Likely to fizzle,202,41,134,309.0,0.295,"If you RTed to help #endmalaria, please check @ replys & DMs to confirm your $10 @RT2Give donation. It's the last day to"
KimKardashian,48000000,142,5,Likely to fizzle,159,14404,4774,23952.0,3.151,015 https://t.co/5q5dYscmi0
Twitter,55000000,143,4,Likely to fizzle,143,113,170,453.0,0.432,Here's day one of our annual #YearInReview series. Ten remarkable @TwitterStories of 2011: http://t.co/RmNc2z6W
instagram,45000000,141,4,Likely to fizzle,141,950,193,1336.0,0.98,“It’s just tuning in to the unnoticed little moments of life.” —@mrjonkane https://t.co/z4lvs3BJc6
ladygaga,64000000,145,49,Limited spread,630,2360,747,3854.0,0.336,@sharksqueen that makes me so happy that's what I WANT my music to do for you!
ladygaga,64000000,145,8,Likely to fizzle,198,11510,3487,18484.0,1.611,Thank u so much Grandma Gaga wow this is the cutest 💖love u sweet thang! https://t.co/JkwnLm6E8q
shakira,42000000,140,6,Likely to fizzle,163,745,362,1469.0,0.609,Sabías que las inscripciones al Premio ALAS BID 2015 ya están abiertas? No dejes de participar! http://t.co/qlE4Lf4iXO  
ArianaGrande,42000000,140,11,Likely to fizzle,211,40415,16209,72833.0,1.815,so much
shakira,42000000,140,4,Likely to fizzle,140,413,560,1533.0,0.635,"FOTO: Celebrando los 81 añitos de mi papa con la mamma y la tía María Alícia. Shak
 http://t.co/4oWFDfuv"
cnnbrk,25000000,134,3,Likely to fizzle,134,187,234,655.0,0.475,"Evidence found in Munich gunman's family apartment indicate he researched shooting rampages, police say. https://t.co/Qr"
taylorswift13,83000000,147,4,Likely to fizzle,147,11785,5785,23355.0,0.745,The whole team at therealsarahhyland's 24th birthday soirée last night. http://t.co/sXp6zUYFtS
justinbieber,91000000,148,79,Viral potential,1000,130581,131476,393533.0,2.775,Thanks for always making me smile
TheEllenShow,65000000,145,4,Likely to fizzle,153,2294,376,3046.0,0.524,The world needs more therapists like Ashlyn. She deserves this and so much more. https://t.co/EhF3uNcVAe
ArianaGrande,42000000,140,4,Likely to fizzle,140,15299,6750,28799.0,0.717,"me too babe, i can't wait to see y'all &amp; steal a billion of your hugs https://t.co/yo3QMRrOhL"
Twitter,55000000,143,4,Likely to fizzle,143,1166,206,1578.0,1.504,"Thanks, @RWitherspoon for reminding us all to take time to reflect and enjoy life. #LoveTwitter https://t.co/FTh43TNIbW"
rihanna,59000000,144,4,Likely to fizzle,144,1084,1277,3638.0,0.568,#mtfphotography #pouritup #bts http://t.co/uOl8aSrb3y
katyperry,95000000,149,72,Has legs,1000,14299,9054,32407.0,2.261,HAPPY BIRTHDAY 🍤
instagram,45000000,141,31,Limited spread,352,597,117,831.0,0.61,"“Everybody Eats is about being selfless and saying, ‘Me and you, we’re in this together.’” –@COLDGAMEKELV (👀 him on our "
Twitter,55000000,143,26,Limited spread,318,34,11,56.0,0.053,@phillipreece The world is only one Tweet away.
shakira,42000000,140,4,Likely to fizzle,140,1437,505,2447.0,1.017,The new video for #TryEverything from #Zootopia already has 5m views! Watch it at https://t.co/2xqIw3e4CP ShakHQ
britneyspears,36000000,138,10,Likely to fizzle,178,2867,2229,7325.0,1.919,❤️ ❤️ ❤️  I am a lucky girl to have y'all! xoxox RT @TweejoRonelC 10 hours &amp; Britney Is Our Queen is still trending 
ArianaGrande,42000000,140,4,Likely to fizzle,140,25279,9751,44781.0,1.116,💭 https://t.co/O10fKqmTQP
KimKardashian,48000000,142,7,Likely to fizzle,162,4410,622,5654.0,0.743,Your bae af https://t.co/D5BlMCLxz9
cnnbrk,25000000,134,3,Likely to fizzle,134,590,428,1446.0,1.049,Israel Prime Minister Benjamin Netanyahu questioned in criminal corruption probe. https://t.co/mumCG9cCJ1 https://t.co/o
Cristiano,52000000,142,4,Likely to fizzle,142,104,264,632.0,0.139,It is nice to be back with all the Portuguese players as we prepare to face Argentina. It feels like home here with ... 
KimKardashian,48000000,142,49,Limited spread,626,19635,5650,30935.0,4.07,Can you believe I found the selfies while Khloe was going to jail!!!! #KUWTK
ladygaga,64000000,145,10,Likely to fizzle,205,4924,3394,11712.0,1.021,"Ok If I've got anything to say about it tonight, Paris Is Burning #artRAVEParis style💥"
katyperry,95000000,149,17,Likely to fizzle,255,14937,11251,37439.0,2.612,TODAY IS DOPE! THANKS FOR THE 5 NOM NOM NOMS #AMAS (RT THIS KATYCATS!!!) 🙌 http://t.co/aRZpXSgbmJ
britneyspears,36000000,138,38,Limited spread,499,435,521,1477.0,0.387,.@fachryspears Always be true to yourself #AskBritneyJean
cnnbrk,25000000,134,3,Likely to fizzle,134,638,703,2044.0,1.482,"Former 3 Doors Down guitarist Matt Roberts has died at age 38, according to his father. https://t.co/kNNHJRtwJf https://"
katyperry,95000000,149,4,Likely to fizzle,149,6457,3410,13277.0,0.926,I found myself! #THISISHOWWEDO http://t.co/coWGX3u8Ey
TheEllenShow,65000000,145,19,Likely to fizzle,251,5751,2130,10011.0,1.723,"Two muffins are in an oven. One says to the other, “It’s getting warm in here.” The other says, “OMG A TALKING MUFFIN!” "
jtimberlake,41000000,140,13,Likely to fizzle,215,787,646,2079.0,0.767,"Also, big shout out to @FloydMayweather for that intro. I'm humbled, man. #broughtoutbythebest"
cnnbrk,25000000,134,3,Likely to fizzle,134,249,132,513.0,0.372,"University of Minnesota football team agrees to play in the Holiday Bowl after threatening to skip it, team says. https:"
jtimberlake,41000000,140,12,Likely to fizzle,213,262,1968,4198.0,1.55,"I'm sorry but, it's still weird to see D Fisher in a Thunder uniform."
TheEllenShow,65000000,145,35,Limited spread,405,1432,238,1908.0,0.328,Here we go! The season finale of #RepeatAfterMe starts now on ABC!
cnnbrk,25000000,134,3,Likely to fizzle,134,513,255,1023.0,0.742,2016 College Football Playoff is set: It's No. 1 Alabama vs  No. 4 Washington and No. 2 Clemson vs No. 3 Ohio State… htt
taylorswift13,83000000,147,19,Likely to fizzle,262,7030,8006,23042.0,0.735,🇬🇧🇬🇧🇬🇧(BRITs rehearsals!)🇬🇧🇬🇧🇬🇧
Cristiano,52000000,142,8,Likely to fizzle,179,20630,6320,33270.0,7.34,Wonderful team! 🔝👌⚽️👍 https://t.co/o02KmJr76b
taylorswift13,83000000,147,60,Has legs,796,24485,26347,77179.0,2.464,"How come no one told me that for 4 hours there was chocolate cake ALL over my face?!? Because you ate it alone, Taylor. "
YouTube,60000000,144,4,Likely to fizzle,144,752,125,1002.0,0.734,Makin' my way downtown →https://t.co/HdpQ1tBqW5 https://t.co/cDr3eyXD85
Twitter,55000000,143,4,Likely to fizzle,143,29,11,51.0,0.049,"@thiojoe Thanks for the question! Only the @ names of those you're replying to won't count.👇
https://t.co/pRXJ8QIrvI"
ddlovato,41000000,140,46,Limited spread,598,16403,7587,31577.0,0.968,Love you tons Iowa... Will post pics ASAP!! #ImWithHer ❤️💙🇺🇸 @HillaryClinton @HillaryforIA
Cristiano,52000000,142,4,Likely to fizzle,142,2378,2440,7258.0,1.601,Yesterday we kicked off the new season with a win! Thank you for your support on #VivaRonaldo http://t.co/GWxiDwVO06 htt
Twitter,55000000,143,4,Likely to fizzle,143,1621,506,2633.0,2.51,"Thank you for bringing @ScandalABC to millions, @kerrywashington! You've got Twitter ""handled."" #LoveTwitter
https://t."
rihanna,59000000,144,61,Has legs,807,7274,7513,22300.0,3.487,Wow!! I cant tell yall how I'm shaking! I cant believe this!! You did this!! #13 number 1's! Where dey do dat at? Hardly
jimmyfallon,42000000,140,4,Likely to fizzle,140,2732,752,4236.0,1.899,“@malzerz118: Layover in Chicago. Treated myself to some Tonight Dough. Delicious @jimmyfallon!! http://t.co/aX4ipHzklC”
TheEllenShow,65000000,145,4,Likely to fizzle,153,8943,967,10877.0,1.872,River likes her new outfit. #Adorable. https://t.co/0Mjqlllhjo
jtimberlake,41000000,140,4,Likely to fizzle,140,2820,852,4524.0,1.671,🙏‼️ https://t.co/pMo1N1dYNz
KimKardashian,48000000,142,4,Likely to fizzle,142,10888,3617,18122.0,2.384,Pj's #VogueSpain #KimNoFilter http://t.co/dnl4GUrGOG
YouTube,60000000,144,68,Has legs,995,185,10,205.0,0.15,@ColleenB123 We love YOU so much! ❤️
Cristiano,52000000,142,4,Likely to fizzle,142,10881,10283,31447.0,6.937,"Good to be back on the pitch, specially with a win against Bayern. One step forward to the final. #RoadToLisbon http://t"
jimmyfallon,42000000,140,10,Likely to fizzle,187,531,57,645.0,0.289,Added the 70's effect or black and white D. A. Pennebaker filters and lit them live. Fun. #BestOfFallon
taylorswift13,83000000,147,4,Likely to fizzle,147,134919,49808,234535.0,7.488,"Come to the party, they said 
It will be fun, they said https://t.co/9jXvtDljZB"
selenagomez,45000000,141,4,Likely to fizzle,141,8131,7771,23673.0,1.298,Needed some Wonder in my life tonight.. http://t.co/RQmvcACjuH
YouTube,60000000,144,18,Likely to fizzle,254,44,5,54.0,0.04,@KickinMajorFlav So ready. Especially in that hat. #FOTLD
TheEllenShow,65000000,145,9,Likely to fizzle,203,3098,491,4080.0,0.702,"I love you guys, and I ain't lion. https://t.co/kMZuhA93sJ"
ladygaga,64000000,145,4,Likely to fizzle,145,3947,2604,9155.0,0.798,"This Gypsy princess is on her last road before home. Tired lady, happy baby. 💋 http://t.co/fKkzvEe1fY"
justinbieber,91000000,148,11,Likely to fizzle,199,74266,39187,152640.0,1.076,These are the moments I live for!!! https://t.co/vXxXArdv78
TheEllenShow,65000000,145,8,Likely to fizzle,189,1926,202,2330.0,0.401,I will never be able to unsee that.  https://t.co/ahTQwoadjT
cnnbrk,25000000,134,3,Likely to fizzle,134,1005,1999,5003.0,3.631,Several people transported to hospital after report of active shooter at Ohio State University… https://t.co/tS1OL2HAZk
