rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
7764,57.73,-57.73,4,27.7,2.599,85.42,140,9.41,6254.0,53.04,43.63,Likely to fizzle,shakira,3966,1144,#TBT from Shak's July 2013 @ELLEmagazine cover shoot / El #TBT es esta foto de la revista Elle de Julio 2013 ShakHQ http
7765,57.73,-57.73,4,27.7,2.599,85.42,140,9.41,7039.0,55.13,45.71,Likely to fizzle,jtimberlake,4377,1331,"Aussies, since #JT2020Tour is coming to Oz, JT is on @sunriseon7 every morning this week! #JTWeekOnSunrise -teamJT http:"
7766,57.76,-57.76,4,27.7,2.602,85.45,140,9.41,104370.0,95.68,86.27,Likely to fizzle,ArianaGrande,52444,25963,US dates. International dates &amp; more to come. Stay tuned for pre-sale &amp; more information: https://t.co/4f1vM7Yci
7767,57.76,-57.76,4,27.7,2.602,85.45,142,23.88,6261.0,53.09,29.21,Likely to fizzle,shakira,4209,1026,1 hour to go / Falta una hora https://t.co/88sOI6zvB4
7768,57.77,57.77,21,80.9,0.533,23.13,268,79.83,4054.0,44.01,35.82,Likely to fizzle,KimKardashian,3200,427,"#TBT: MY 2009 VMAS AFTER-PARTY PICS
https://t.co/0advx6KDD0"
7769,57.78,-57.78,4,27.7,2.604,85.48,144,31.6,3555.0,40.63,9.03,Likely to fizzle,YouTube,1933,811,The #BRITs are only a few hours away and we're live streaming the whole thing. https://t.co/MeRLwcJru9 https://t.co/wVyj
7770,57.78,57.78,15,73.43,0.381,15.65,233,73.72,12424.0,66.42,7.31,Likely to fizzle,ddlovato,5472,3476,@waitinforgaga stone cold
7771,57.79,-57.79,4,27.7,2.605,85.49,147,42.96,9181.0,60.5,17.54,Likely to fizzle,BarackObama,6915,1133,Quick—you're running out of time to chip in before the fundraising deadline. https://t.co/1c3ejYu2WB https://t.co/JM9WbR
7772,57.79,57.79,12,67.85,0.254,10.06,212,68.15,972.0,11.88,56.27,Likely to fizzle,britneyspears,458,257,@SoniaFatale Have a cute little number planned 😊 #HappyBritneyDay
7773,57.8,-57.8,4,27.7,2.606,85.5,140,9.41,6271.0,53.12,43.7,Likely to fizzle,shakira,4379,946,La Pietà made of chocolate. Shak https://t.co/OSOiCz9ckL
7774,57.8,57.8,49,94.86,0.767,37.06,625,95.25,1852.0,24.77,70.49,Limited spread,shakira,580,636,"Who's on #TeamShakira? You don't have to be in the US to join in, tweet #ShakiraOnTheVoice to show your support! ShakHQ"
7775,57.81,-57.81,4,27.7,2.609,85.51,147,42.96,81723.0,94.35,51.39,Likely to fizzle,taylorswift13,41163,20280,These are our #VMAs game faces. http://t.co/asNUnAyy3d http://t.co/ABNOApVA2j
7776,57.83,57.83,43,93.37,0.742,35.55,555,94.09,5641.0,51.11,42.98,Limited spread,KimKardashian,4511,565,So proud of my friend @Rachel_Roy who put her heart &amp; soul into her new book Design Your Life out today!!!!
7777,57.85,-57.85,4,27.7,2.613,85.55,147,42.96,81841.0,94.36,51.4,Likely to fizzle,taylorswift13,30411,25715,"Well hello again, summer.
And green grass
Cloudless blue skies.
And dancing in the afternoon
for no reason at all. h"
7778,57.86,57.86,17,76.37,0.439,18.52,252,77.32,1992.0,26.36,50.97,Likely to fizzle,Cristiano,284,854,Great win today! Racing 1-  Real Madrid 3.
7779,57.89,-57.89,4,27.7,2.618,85.58,147,42.96,9226.0,60.62,17.66,Likely to fizzle,BarackObama,6312,1457,Be prepared for the cold. #GetCovered today: https://t.co/ObT9sKM0sn https://t.co/MRgSnD7lOp
7780,57.89,57.89,39,92.15,0.719,34.27,449,91.56,10314.0,62.94,28.62,Limited spread,katyperry,2264,4025,♡Excited to hang out with my Japanese fans tonight &amp; FINALLY premiere my movie PART OF ME! Saved the best for last o
7781,57.9,57.9,52,95.54,0.775,37.64,601,94.87,25264.0,78.57,16.3,Has legs,ddlovato,14102,5581,Just now watched the @ufc fights...... Daaayyuuummm!!!!
7782,57.91,57.91,12,67.85,0.252,9.94,218,69.81,7888.0,57.55,12.26,Likely to fizzle,taylorswift13,3000,2444,“@CarlieStylezz: Guess who's a happy kitten?! Mama butler brought this to me!! ❤Her!! http://t.co/90IlIdiH” Thanks for g
7783,57.92,57.92,29,87.13,0.637,29.21,351,87.39,1727.0,23.3,64.09,Limited spread,jtimberlake,409,659,Also... That little Aly Raisman is incredible. #Olympics
7784,57.92,57.92,19,78.76,0.485,20.84,261,78.84,2818.0,34.75,44.09,Likely to fizzle,TheEllenShow,2196,311,HBD @IamWandaSykes! You dont speak French so let your kids translate. Trouver le portefeuille de votre mère et de l'envo
7785,57.93,-57.93,4,27.7,2.622,85.63,144,31.6,16771.0,71.59,39.98,Likely to fizzle,rihanna,7563,4604,“@JColeNC: 2014 Forest Hills Drive. http://t.co/wxHgLYL3Fq  In stores Tuesday. preorder now  http://t.co/soSmXfNzPk” so 
7786,57.93,57.93,24,83.33,0.572,25.4,304,83.73,18651.0,73.41,10.33,Likely to fizzle,ddlovato,8829,4911,Thank you so much @questlove 💗
7787,57.95,-57.95,4,27.7,2.623,85.64,145,36.99,30105.0,81.99,45.0,Likely to fizzle,ladygaga,18305,5900,When 🎃 Halloween is on the ✈️ to Tokyo. I need to sleep so I can kill my performances in Tokyo but I need a comfy c… htt
7788,57.98,-57.98,4,27.7,2.63,85.67,144,31.6,16817.0,71.67,40.06,Likely to fizzle,rihanna,6669,5074,#NavyRDie https://t.co/ilWwSUos0N
7789,57.98,57.98,22,81.86,0.546,23.88,277,80.99,3178.0,37.84,43.15,Likely to fizzle,TheEllenShow,2582,298,"Pull over your family, your pets, and your favorite ottoman. My furniture design show is back tonight! 9p/8c. #EllenDesi"
7790,58.0,-58.0,4,27.7,2.632,85.69,147,42.96,9274.0,60.76,17.79,Likely to fizzle,BarackObama,6464,1405,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered https://t.co/e1K
7791,58.04,-58.04,4,27.7,2.636,85.74,144,31.6,3598.0,40.98,9.38,Likely to fizzle,YouTube,2620,489,It’s a party in the USA and we’ve got all the BBQ jams you need → https://t.co/B9LIEWqmo4 #HappyFourthOfJuly https://t.c
7792,58.05,-58.05,4,27.7,2.637,85.75,147,42.96,9295.0,60.8,17.84,Likely to fizzle,BarackObama,4787,2254,"The noise around gun violence is loud.
But we can be louder.
#WearOrange https://t.co/lYA8JEFhvg"
7793,58.07,-58.07,4,27.7,2.639,85.77,140,9.41,7147.0,55.42,46.0,Likely to fizzle,jtimberlake,1485,2831,#RunnerRunner Latin press day. Copacabana Rio. http://t.co/912wBPnvWK
7794,58.08,58.08,52,95.54,0.772,37.46,647,95.59,25191.0,78.53,17.07,Has legs,ddlovato,11069,7061,Thank you guys!! @TheVampsband
7795,58.08,58.08,20,79.88,0.507,21.8,267,79.74,3854.0,42.79,36.95,Likely to fizzle,KimKardashian,2954,450,Live streaming go to my app now!
7796,58.09,-58.09,4,27.7,2.644,85.78,141,17.96,3601.0,41.01,23.05,Likely to fizzle,instagram,2053,774,"""Let us not take this planet for granted. I do not take tonight for granted."" –@LeoDiCaprio #Oscars https://t.co/xiq6RpH"
7797,58.09,-58.09,4,27.7,2.644,85.78,142,23.88,11986.0,65.83,41.95,Likely to fizzle,Cristiano,3942,4022,The team did a great match last night! One step closer to the Copa del Rey final. Hala Madrid! http://t.co/AYvtXaupMm
7798,58.09,58.09,13,69.69,0.286,11.6,212,68.15,1664.0,22.37,45.78,Likely to fizzle,TheEllenShow,1346,159,My @QVC holiday special is LIVE at 6pm PT! But you can check out the wonderful items we’ll be showing you right now. htt
7799,58.1,58.1,16,75.01,0.405,16.91,241,75.32,57378.0,91.49,16.17,Likely to fizzle,justinbieber,21868,17755,@Spotify thanks
7800,58.15,-58.15,4,27.7,2.653,85.84,142,23.88,12027.0,65.91,42.03,Likely to fizzle,Cristiano,3857,4085,Hey all @realmadrid fans! Come cheer us #APorLaDécima. Your support is our strenght.  http://t.co/qPVmohXb81
7801,58.15,-58.15,4,27.7,2.653,85.84,144,31.6,16970.0,71.78,40.17,Likely to fizzle,rihanna,9084,3943,bts http://t.co/kF2dwmtSL0
7802,58.16,-58.16,4,27.7,2.656,85.86,147,42.96,9360.0,60.94,17.97,Likely to fizzle,BarackObama,5328,2016,America now has the lowest uninsured rate on record thanks to #Obamacare. Repealing it doesn't make sense. https://t.co/
7803,58.18,58.18,86,99.65,0.843,41.48,1000,99.54,12096.0,66.02,33.53,Viral potential,katyperry,4088,4004,GOOD MORNING AMERICA! Who's meeting me in Times Square this morning for some morning fun?!?! 🐯
7804,58.18,58.18,13,69.69,0.284,11.52,213,68.42,5180.0,49.5,18.92,Likely to fizzle,selenagomez,756,2212,Love you more! :) http://t.co/nhOlSuIg
7805,58.19,-58.19,4,27.7,2.661,85.89,144,31.6,48524.0,89.61,58.01,Likely to fizzle,selenagomez,21538,13493,My live Q&amp;A with @adidasneolabel is tomorrow! Tweet your questions with #NEOselenahangout I could answer you! https:
7806,58.2,-58.2,4,27.7,2.666,85.9,147,42.96,9396.0,60.99,18.02,Likely to fizzle,BarackObama,5916,1740,The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: https://t.c
7807,58.21,-58.21,4,27.7,2.671,85.91,147,42.96,9414.0,61.06,18.1,Likely to fizzle,BarackObama,5570,1922,Judge Garland has one of the most impressive resumes of any Supreme Court nominee in recent history. https://t.co/r2egTa
7808,58.21,58.21,13,69.69,0.283,11.48,212,68.15,11373.0,64.86,3.3,Likely to fizzle,ArianaGrande,7655,1859,@russettbutera hi baby
7809,58.22,-58.22,4,27.7,2.672,85.92,145,36.99,30662.0,82.29,45.3,Likely to fizzle,ladygaga,16742,6960,Asia &amp; I were thrilled to honor our friend Philip Treacy &amp; his gift to the world though his magical hats. https:
7810,58.23,-58.23,4,27.7,2.673,85.93,143,27.37,2804.0,34.63,7.26,Likely to fizzle,Twitter,946,929,We're looking forward to #MuseumWeek 2015 with 2200 museums participating in 64 countries: https://t.co/0a02GAJRui http:
7811,58.24,-58.24,4,27.7,2.675,85.94,144,31.6,17110.0,71.85,40.24,Likely to fizzle,rihanna,8118,4496,Please watch this &amp; follow @anthonydans10 who needs a match within 6 months. Register at http://t.co/3y8Ip6pV2Z http
7812,58.24,58.24,21,80.9,0.527,22.67,265,79.45,1177.0,14.82,64.64,Likely to fizzle,jimmyfallon,853,162,Randy Newman gives LA a little love tonight. #FallonTonight
7813,58.27,-58.27,4,27.7,2.679,85.97,149,49.12,38391.0,86.51,37.39,Likely to fizzle,katyperry,17203,10594,Australian jet lag got me like http://t.co/kriAAd6mZe
7814,58.29,58.29,42,93.17,0.729,34.88,487,92.68,23792.0,77.4,15.29,Limited spread,ddlovato,12626,5583,Thank you so much @KChenoweth!! 💗💗💗
7815,58.29,58.29,28,86.39,0.618,28.11,342,86.8,2359.0,30.45,56.35,Limited spread,britneyspears,889,735,When I cut this song I was right in the middle of dance rehearsals for my Vegas show...
7816,58.32,-58.32,4,27.7,2.688,86.01,142,23.88,12183.0,66.15,42.27,Likely to fizzle,Cristiano,4283,3950,Every challenge is a new chance! Be brave when you step on the pitch. http://t.co/zklIEWEN5H #riskeverything @nikefootba
7817,58.32,58.32,31,88.36,0.649,30.04,372,88.54,1449.0,19.2,69.34,Limited spread,jimmyfallon,1155,147,"Tonight: Vince Vaughn, @pattonoswalt, stand-up from @natebargatze, and new @NFL superlatives! #FallonTonight"
7818,58.35,58.35,27,85.65,0.605,27.3,335,86.28,19747.0,74.3,11.98,Limited spread,ddlovato,11137,4305,Guys!! Check out #DouglasFamilyGold on @Oxygen at 10pm/9c to watch Gabby Douglas's journey back to the summer Olympics!!
7819,58.36,-58.36,4,27.7,2.695,86.06,144,31.6,3678.0,41.52,9.92,Likely to fizzle,YouTube,2812,433,.@TheRock tours the secret underground YouTube Factory to learn how videos are really made. https://t.co/VgbXSUwHZE http
7820,58.36,58.36,14,71.59,0.327,13.23,227,72.24,10266.0,62.85,9.4,Likely to fizzle,taylorswift13,1504,4381,"Thanks for wishing me luck at the Peoples Choice Awards tonight! I'm not there, but I'll be watching on tv from Nashvill"
7821,58.37,58.37,10,64.28,0.146,5.92,215,68.97,932.0,11.31,57.66,Likely to fizzle,rihanna,254,339,"@leleboo246 birthday tun right up!!!! Yassss!!!! #shitthatmatters happy birthday Lee Lee, we love you… http://t.co/xjv7T"
7822,58.4,-58.4,4,27.7,2.699,86.09,141,17.96,3676.0,41.51,23.56,Likely to fizzle,instagram,2600,538,"Exploding into the air with Jacob Jonas The Company
https://t.co/TbNy4wi64m https://t.co/SIycjZCdzQ"
7823,58.4,-58.4,4,27.7,2.699,86.09,148,47.22,12235.0,66.22,18.99,Likely to fizzle,Cristiano,6355,2940,Have you tried the Sportlobster app? Download it now. I’ll follow back some of you http://t.co/MArNHqWZ8S http://t.co/Zq
7824,58.42,-58.42,4,27.7,2.701,86.11,144,31.6,17272.0,72.07,40.46,Likely to fizzle,rihanna,8916,4178,"My first pair of Mantlers! Thank you @Spiketv, excited to be getting Most Desirable at #GuysChoice airing Weds 6/11 http"
7825,58.42,58.42,27,85.65,0.604,27.23,320,85.19,2129.0,27.87,57.32,Limited spread,BarackObama,1131,499,"""I would not be here and so many others would not be here without the NAACP."" —President Obama"
7826,58.42,58.42,16,75.01,0.398,16.59,254,77.65,1403.0,18.4,59.25,Likely to fizzle,BarackObama,677,363,"""Today, our businesses are hiring 200,000 Americans per month."" —President Obama #AmericaLeads"
7827,58.45,-58.45,4,27.7,2.71,86.15,145,36.99,31094.0,82.65,45.66,Likely to fizzle,ladygaga,16812,7141,Tear away cape made in collaboration with it's original designer Kansai Yamamoto who made many of Bowies fashions. https
7828,58.46,58.46,10,64.28,0.143,5.82,181,60.55,150.0,2.37,58.18,Likely to fizzle,Twitter,38,56,What are your plans for #MLKDay on Monday? http://bit.ly/6CuaKu
7829,58.47,-58.47,4,27.7,2.711,86.16,143,27.37,2844.0,34.96,7.59,Likely to fizzle,Twitter,1178,833,"Introducing profile previews on web! Hover over an account's avatar to follow, unfollow or read their bio. http://t.co/1"
7830,58.49,-58.49,4,27.7,2.713,86.18,145,36.99,31128.0,82.7,45.71,Likely to fizzle,ladygaga,13806,8661,I 🙏 @realDonaldTrump @POTUS will put words of kindness out into the country. Tell the US u won't tolerate this. Stu… htt
7831,58.51,-58.51,4,27.7,2.717,86.21,140,9.41,6536.0,53.81,44.4,Likely to fizzle,shakira,2808,1864,I swore I would never do this and now I am one of those annoying moms showing pics of her baby! Shak http://t.co/u1YsHd4
7832,58.51,-58.51,4,27.7,2.717,86.21,145,36.99,15784.0,70.68,33.69,Likely to fizzle,TheEllenShow,12588,1598,#TBT to last summer when we filmed #Baywatch. https://t.co/xpAwcG38J5
7833,58.52,58.52,19,78.76,0.471,20.24,255,77.83,2743.0,34.17,43.65,Likely to fizzle,TheEllenShow,1975,384,The Daytime Emmys are about to start on PopTV. Pop on over and look for my team!
7834,58.53,58.53,16,75.01,0.394,16.48,232,73.54,1504.0,20.03,53.51,Likely to fizzle,britneyspears,632,436,Funny story about that! RT @EmreAkn I love the whistle in the beginning. It gives me chills. And the lyrics are soo emot
7835,58.54,58.54,9,62.57,0.093,4.04,182,60.82,253.0,3.75,57.07,Likely to fizzle,jtimberlake,27,113,Stoked for the #FNO special tonight on CBS. Who’s going to check it out? http://bit.ly/aH0Wj8
7836,58.55,-58.55,4,27.7,2.719,86.25,140,9.41,109086.0,95.89,86.48,Likely to fizzle,ArianaGrande,59362,24862,🌧 https://t.co/ZWWqJxol8y
7837,58.55,-58.55,4,27.7,2.719,86.25,141,17.96,49592.0,89.83,71.87,Likely to fizzle,selenagomez,20140,14726,Today is our 7th anniversary. ☺️ sorry I'm crying in the past two posts. Lol. Proud of my Wizards… http://t.co/jATlp2PSx
7838,58.57,-58.57,4,27.7,2.722,86.27,140,9.41,7370.0,56.17,46.75,Likely to fizzle,jtimberlake,4810,1280,"Proof of last night's party? Rap, mug shots &amp; @Sauza901 on @FallonTonight: http://t.co/8AHdeYTwiO -teamJT http://t.c"
7839,58.57,58.57,15,73.43,0.365,14.86,223,71.16,5233.0,49.72,21.44,Likely to fizzle,katyperry,2469,1382,@katyslayed yes
7840,58.58,-58.58,4,27.7,2.723,86.28,144,31.6,3717.0,41.78,10.18,Likely to fizzle,YouTube,2161,778,.@JimmyFallon and the cast of #StarWars drop an a cappella space jam. https://t.co/ZNafQJBoSp https://t.co/1sDAxqtiFj
7841,58.58,58.58,10,64.28,0.141,5.71,180,60.27,382.0,5.21,55.06,Likely to fizzle,jtimberlake,116,133,"""@MistyZachary: @jtimberlake can do the moonwalk on the sun"" #ThatJTLife"
7842,58.6,-58.6,4,27.7,2.724,86.29,147,42.96,9602.0,61.52,18.55,Likely to fizzle,BarackObama,6308,1647,President Obama has done more to improve energy efficiency than any previous U.S. leader. https://t.co/RnYnwaopaG #ActOn
7843,58.6,-58.6,4,27.7,2.724,86.29,145,36.99,15829.0,70.75,33.76,Likely to fizzle,TheEllenShow,11869,1980,"They have their differences, but they can still see nose to nose. https://t.co/ELo8F14F67"
7844,58.61,-58.61,4,27.7,2.725,86.31,145,36.99,15833.0,70.77,33.78,Likely to fizzle,TheEllenShow,9899,2967,"Tomorrow, Andy meets @RondaRousey. He also meets the floor.  https://t.co/C7xEoGBWtI"
7845,58.65,-58.65,4,27.7,2.729,86.35,147,42.96,9617.0,61.56,18.59,Likely to fizzle,BarackObama,5919,1849,It's time for Senate leaders to end the obstruction of our Supreme Court. #DoYourJob https://t.co/oKSLU2ADQi
7846,58.67,58.67,24,83.33,0.56,24.66,296,82.98,1352.0,17.57,65.41,Likely to fizzle,shakira,394,479,Congratulations on an epic performance Sasha Allen! - @SashaAllenMusic  #Blownaway #VoicePlayoffs
7847,58.68,58.68,23,82.64,0.547,23.97,294,82.77,9977.0,62.27,20.51,Likely to fizzle,selenagomez,1229,4374,@LordBieber awe I miss her more
7848,58.68,58.68,17,76.37,0.423,17.69,251,77.2,7715.0,57.18,20.02,Likely to fizzle,selenagomez,1033,3341,Really hope you are loving the #WeOwnTheNight videos. We have lots more coming soon! Thanks again for all you do for me 
7849,58.69,-58.69,4,27.7,2.732,86.39,145,36.99,15872.0,70.82,33.83,Likely to fizzle,TheEllenShow,12242,1815,This is Lauren and Fluffernutter. No word on which is which. https://t.co/yMVtRhEAdQ
7850,58.7,58.7,26,84.88,0.584,26.18,307,84.01,2230.0,28.95,55.06,Limited spread,britneyspears,654,788,Shout out to my girl @lisetteslife.  Can't wait to watch you on Showville tonight on @AMCTV at 10pm
7851,58.71,-58.71,4,27.7,2.734,86.41,145,36.99,15884.0,70.83,33.84,Likely to fizzle,TheEllenShow,9182,3351,I've waited 14 years for this. @GreenDay is here. #AmericanIdiot https://t.co/hwntIIdqRz
7852,58.71,58.71,68,98.59,0.812,39.89,867,98.26,1813.0,24.46,73.81,Has legs,jimmyfallon,1435,189,.@RyanSeacrest haaa. That's actually one of my better ones!! Missed you this year.
7853,58.75,-58.75,4,27.7,2.743,86.45,142,23.88,12436.0,66.45,42.57,Likely to fizzle,Cristiano,7134,2651,"It's nearly time...
https://t.co/r9gD75IUq4"
7854,58.77,-58.77,4,27.7,2.744,86.47,142,23.88,12439.0,66.46,42.58,Likely to fizzle,Cristiano,3395,4522,Training for tomorrow’s match against Malaga. http://t.co/krIOtJQwe8
7855,58.77,58.77,13,69.69,0.272,10.92,232,73.54,657.0,7.61,65.93,Likely to fizzle,shakira,287,185,Join us tomorrow at 10am EST on our Twitter chat with US Sec. of Education @arneduncan. We'll be discussing Early Educat
7856,58.78,-58.78,4,27.7,2.746,86.48,147,42.96,9680.0,61.68,18.71,Likely to fizzle,BarackObama,5244,2218,Climate change is happening now. Denial is dangerous. https://t.co/0Nlf8Fst4u
7857,58.79,-58.79,4,27.7,2.747,86.49,147,42.96,86042.0,94.7,51.74,Likely to fizzle,taylorswift13,48528,18757,"See you tonight, Detroit!
#1989TourDetroit http://t.co/nggNpDWQkf"
7858,58.8,-58.8,4,27.7,2.749,86.5,143,27.37,2884.0,35.33,7.96,Likely to fizzle,Twitter,1368,758,"As the world rings in the New Year, look back on 2014's most memorable moments: http://t.co/WYkBmiL3q6 #YearOnTwitter ht"
7859,58.8,58.8,24,83.33,0.558,24.53,306,83.93,4243.0,45.29,38.64,Likely to fizzle,KimKardashian,3299,472,hey guys - I'm about to live stream #DownInTheDm! log onto my app!!!
7860,58.8,58.8,14,71.59,0.318,12.79,232,73.54,4560.0,46.79,26.74,Likely to fizzle,katyperry,2858,851,@dizzycoco 💪🏼
7861,58.81,58.81,15,73.43,0.359,14.63,215,68.97,377.0,5.14,63.83,Likely to fizzle,Twitter,125,126,"Read all about it, folks. @anywhere is alive! Http://blog.twitter.com/2010/04/its-alive.html"
7862,58.84,58.84,30,87.79,0.633,28.96,363,88.05,1412.0,18.61,69.44,Limited spread,jimmyfallon,980,216,New @esquire out now!! I'm on/in it. But more importantly HOLIDAY GIFT GUIDE!… https://t.co/6qHEpoHTNC
7863,58.85,-58.85,4,27.7,2.755,86.54,145,36.99,6147.0,52.76,15.77,Likely to fizzle,jimmyfallon,4143,1002,Backstage getting ready! We're LIVE after the Super Bowl Tonight! #FallonTonightLive http://t.co/mMdrkKfV81
7864,58.85,58.85,19,78.76,0.464,19.92,240,75.11,8465.0,59.0,16.11,Likely to fizzle,selenagomez,1001,3732,I am answering questions all night long send me your best questions with #askselena
7865,58.86,58.86,13,69.69,0.271,10.84,221,70.52,3115.0,37.22,33.3,Likely to fizzle,ladygaga,1941,587,@AnthonyOlivass do it
7866,58.87,-58.87,4,27.7,2.763,86.57,139,4.58,10546.0,63.43,58.85,Likely to fizzle,britneyspears,5536,2505,It just hit me that I’ll be back on the #PieceOfMe stage tomorrow... Seriously SO excited!! http://t.co/So7Dy7zHFQ
7867,58.89,-58.89,4,27.7,2.766,86.59,141,17.96,3767.0,42.21,24.26,Likely to fizzle,instagram,2337,715,"#DailyFluff
https://t.co/jMQWiabzCh 🐾 https://t.co/KHFIDd4Ljs"
7868,58.92,-58.92,3,2.17,1.248,61.08,138,3.97,4765.0,47.8,43.83,Likely to fizzle,britneyspears,1353,1706,"I wanna see ALL of your photos…old merch, fan art, concert pics...EVERYTHING!!  You can send it all in right here: http:"
7869,58.92,58.92,69,98.74,0.811,39.82,927,98.7,25425.0,78.74,19.97,Has legs,taylorswift13,7981,8722,Newark. You are amazing. See you tomorrow? And the next night? Excellent.
7870,58.94,-58.94,4,27.7,2.777,86.63,141,17.96,3782.0,42.29,24.34,Likely to fizzle,instagram,2228,777,"#DailyFluff
https://t.co/j1nJzNcbZf 🐾 https://t.co/talqKrPFuc"
7871,58.94,-58.94,4,27.7,2.777,86.63,144,31.6,3790.0,42.33,10.73,Likely to fizzle,YouTube,2298,746,.@BabyMetal_Japan unleash a thrash metal maelstrom on the @colbertlateshow. https://t.co/7I1CqrDwUi https://t.co/xBOFW1W
7872,58.99,-58.99,4,27.7,2.78,86.68,145,36.99,31901.0,83.09,46.1,Likely to fizzle,ladygaga,17647,7127,Talking #AHSHotel on @FallonTonight with @jimmyfallon tonight! He's the best! ❤️❤️🍸 http://t.co/6zm34K8MvK
7873,58.99,-58.99,4,27.7,2.78,86.68,145,36.99,31905.0,83.1,46.11,Likely to fizzle,ladygaga,17173,7366,Good f*cking morning http://t.co/IbsLvY4yMI
7874,58.99,58.99,14,71.59,0.312,12.6,235,74.21,12518.0,66.54,7.68,Likely to fizzle,ArianaGrande,7942,2288,@touchitbieber there will for sure be little bits of yt sprinkled throughout
7875,59.02,-59.02,4,27.7,2.784,86.71,144,31.6,17802.0,72.55,40.94,Likely to fizzle,rihanna,7074,5364,#RIHunited #badgalback instagram http://t.co/KbfbbynmwH
7876,59.03,-59.03,4,27.7,2.785,86.73,142,23.88,12626.0,66.67,42.79,Likely to fizzle,Cristiano,4986,3820,Happy to announce my newest range of products: Cristiano Ronaldo Footwear #CR7footwear http://t.co/6UXNEOxD5O
7877,59.05,-59.05,4,27.7,2.786,86.75,145,36.99,16186.0,71.07,34.08,Likely to fizzle,TheEllenShow,11352,2417,"My DJ @Official_tWitch must be a piñata, because every day I hit on him. https://t.co/5DT6rz5dgI"
7878,59.05,-59.05,4,27.7,2.786,86.75,140,9.41,6215.0,52.97,43.55,Likely to fizzle,jimmyfallon,3659,1278,Ew! with @MileyCyrus https://t.co/8A3QNBGG4V #FallonTonight
7879,59.05,-59.05,4,27.7,2.786,86.75,140,9.41,111783.0,96.03,86.62,Likely to fizzle,ArianaGrande,54401,28691,# 1 in 30 countries in less than 24 hours. I'm so blown away. thank you so much. ☁️☁️☁️ I love youuu. https://t.co/57zvB
7880,59.06,59.06,32,88.89,0.645,29.83,362,88.0,881.0,10.36,77.64,Limited spread,YouTube,619,131,"They said what?!

A Bad Lip Reading of the first presidential debate → https://t.co/T00JwbKeIx https://t.co/xhsygk4N3V"
7881,59.07,-59.07,4,27.7,2.788,86.77,141,17.96,50844.0,90.1,72.14,Likely to fizzle,selenagomez,19784,15530,"#GoodForYou is #1 on @AppleMusic! Thank you all for supporting this song. http://t.co/6uWomqid5m
https://t.co/3rFU6swVh"
7882,59.07,-59.07,3,2.17,1.252,61.23,134,1.68,1726.0,23.28,21.6,Likely to fizzle,cnnbrk,498,614,"At least 4 dead in Philadelphia heat wave, city official says. https://t.co/YjbrjnVQz5 https://t.co/ixxllqmSq8"
7883,59.09,59.09,20,79.88,0.484,20.8,272,80.4,3681.0,41.55,38.84,Likely to fizzle,KimKardashian,2727,477,The first Saint Pablo ticket contest is LIVE!!! https://t.co/uXgoxATN9V
7884,59.1,-59.1,4,27.7,2.794,86.8,147,42.96,87499.0,94.85,51.89,Likely to fizzle,taylorswift13,48305,19597,"Trouble
Trouble
Trouble...
#1989TourCologne http://t.co/FelkHmeQHT"
7885,59.1,-59.1,4,27.7,2.794,86.8,141,17.96,3806.0,42.48,24.52,Likely to fizzle,instagram,2776,515,"Participate in this weekend’s hashtag project: #WHPhandmade 
https://t.co/tZFUkEHthV https://t.co/14UnfyPWTM"
7886,59.1,-59.1,4,27.7,2.794,86.8,144,31.6,17870.0,72.6,40.99,Likely to fizzle,rihanna,9888,3991,#Mantlers #SpikeTV #GuysChoice http://t.co/iV7tAU1ZgL
7887,59.13,-59.13,4,27.7,2.795,86.83,143,27.37,2932.0,35.71,8.34,Likely to fizzle,Twitter,462,1235,We looked into which #Emmys nominees are receiving the most buzz on Twitter. Here's what we found: https://t.co/mfEtHL4S
7888,59.14,59.14,12,67.85,0.223,8.71,206,66.64,7289.0,55.85,10.79,Likely to fizzle,ddlovato,3421,1934,@waitinforudemi sleeping
7889,59.15,-59.15,4,27.7,2.797,86.85,141,17.96,51003.0,90.19,72.23,Likely to fizzle,selenagomez,26981,12011,🙋🏻 https://t.co/XWMFUEY581
7890,59.16,-59.16,4,27.7,2.798,86.86,144,31.6,3819.0,42.54,10.94,Likely to fizzle,YouTube,2709,555,Game. Set. Match. https://t.co/otrx92byUp https://t.co/GSUF8XiTEL
7891,59.18,-59.18,4,27.7,2.801,86.87,147,42.96,9873.0,62.1,19.14,Likely to fizzle,BarackObama,6837,1518,"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance."" https://t.co/e"
7892,59.18,-59.18,3,2.17,1.258,61.34,138,3.97,4782.0,47.9,43.94,Likely to fizzle,britneyspears,2094,1344,My friend Robin accepted the challenge - go girl! http://t.co/Ly1SD1RI9B Still waiting on David.... #ALSIceBucketChallen
7893,59.19,-59.19,4,27.7,2.802,86.89,145,36.99,32159.0,83.24,46.25,Likely to fizzle,ladygaga,17767,7196,https://t.co/YX9GhlZUA3
