rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
765,3.8,3.8,13,69.69,1.394,65.89,225,71.65,43648.0,88.48,16.83,Likely to fizzle,taylorswift13,26542,8553,Just wanted to shout them out today because they're incredible. @davidcookmusic @kamilahmarshall @clareypoppin @melanien
766,3.81,-3.81,15,73.43,1.889,77.24,233,73.72,75770.0,93.79,20.07,Likely to fizzle,ArianaGrande,39452,18159,I wanna savor... save it for later... the taste the flavorr
767,3.81,3.81,17,76.37,1.659,72.56,227,72.24,5848.0,51.76,20.49,Likely to fizzle,BarackObama,3866,991,"""From our family to yours, chag sameach."" —President Obama #Passover"
768,3.81,-3.81,10,64.28,1.483,68.09,205,66.33,11270.0,64.68,1.65,Likely to fizzle,KimKardashian,9124,1073,Best trip ever! Follow me on snap https://t.co/mtxT6xtaxf
769,3.82,-3.82,4,27.7,0.672,31.51,145,36.99,7713.0,57.17,20.18,Likely to fizzle,ladygaga,3385,2164,"Goodnight babies , there will never be another fan base like you. #monster4life thanks for making my… http://t.co/Pnt3bP"
770,3.82,-3.82,4,27.7,0.672,31.51,144,31.6,4302.0,45.57,13.97,Likely to fizzle,rihanna,1162,1570,Rainy days in London Town #PhuckYoUmbrella http://t.co/ElQb9RTcZg
771,3.82,-3.82,4,27.7,0.672,31.51,140,9.41,26971.0,79.75,70.34,Likely to fizzle,ArianaGrande,15951,5510,brewing a lil longer  https://t.co/VqXMJIk0XJ
772,3.82,-3.82,4,27.7,0.672,31.51,147,42.96,21074.0,75.34,32.37,Likely to fizzle,taylorswift13,9840,5617,Miss you already. #1989SecretSessions http://t.co/GzeIfyaREk
773,3.82,-3.82,4,27.7,0.672,31.51,140,9.41,1501.0,20.01,10.6,Likely to fizzle,jimmyfallon,925,288,“@stevegarfield: Camp Winnipesaukee - YouTube. #FallonTonight  https://t.co/lCOZTZioQq” whoa - @stevegarfield? This must
774,3.82,-3.82,4,27.7,0.672,31.51,145,36.99,3908.0,43.17,6.19,Likely to fizzle,TheEllenShow,2930,489,Ryan Reynolds told me about getting totally naked in Deadpool. You’re welcome… @VancityReynolds https://t.co/pJVOl0OXb5
775,3.82,3.82,4,27.7,0.546,23.88,141,17.96,744.0,8.55,9.41,Likely to fizzle,instagram,552,96,Art imitates life (and life imitates art) in Alexandra Cameron’s self-portrait https://t.co/DQ3N0nSl4r
776,3.82,3.82,4,27.7,0.546,23.88,141,17.96,9969.0,62.25,44.29,Likely to fizzle,selenagomez,3769,3100,@chaelynne airportin http://t.co/yIqAJT61NO
777,3.82,3.82,4,27.7,0.546,23.88,145,36.99,3178.0,37.84,0.85,Likely to fizzle,TheEllenShow,2398,390,#TeamVellenRue RT @iamValC: Hanging with @TheEllenShow today! @TheRue #TeamValenRue #WeLoveEllen http://t.co/J9v4sIq3is
778,3.82,3.82,4,27.7,0.546,23.88,145,36.99,3176.0,37.8,0.82,Likely to fizzle,TheEllenShow,2404,386,"Happy #RandomActsOfKindnessDay, Mae Taul from Fairhope, Alabama. @maet03 https://t.co/zyJsAUE9aF"
779,3.82,3.82,4,27.7,0.546,23.88,144,31.6,3493.0,40.14,8.54,Likely to fizzle,rihanna,1015,1239,"Thank you guys, I loooove this book so much! You put so much thought into it! I appreciate this and… http://t.co/6iiSDDx"
780,3.86,-3.86,19,78.76,2.285,82.62,270,80.07,32756.0,83.59,3.53,Likely to fizzle,katyperry,10254,11251,My boyfriend is taking me to a kitten shelter in his truck. I can't think of a more perfect Saturday.
781,3.87,3.87,11,66.02,1.28,62.15,211,67.94,5803.0,51.61,16.33,Likely to fizzle,Cristiano,3221,1291,Muchas gracias a todos @CR7StrongChile
782,3.87,-3.87,4,27.7,0.673,31.56,145,36.99,3915.0,43.21,6.23,Likely to fizzle,TheEllenShow,3043,436,I sent Kevin the Cashier to a Chevy dealership. One word: Hilarious. https://t.co/bTFY0kncTo https://t.co/aAid713RE0
783,3.88,3.88,17,76.37,1.656,72.49,229,72.77,6292.0,53.17,19.6,Likely to fizzle,britneyspears,1726,2283,"Happy Easter! Blessed to be spending the day with my family back home (...missing my little @hannahspears though, she do"
784,3.89,-3.89,10,64.28,1.488,68.17,195,63.91,48427.0,89.58,25.67,Likely to fizzle,ddlovato,21975,13226,"Business partners, label mates &amp; best friends just killing the game #NBD... who's watching?? http://t.co/Xnnd5JwiUC"
785,3.89,-3.89,4,27.7,0.674,31.59,147,42.96,21146.0,75.43,32.46,Likely to fizzle,taylorswift13,5996,7575,"Just picked my dress for Billboard Awards, which reminds me- only a few days left to vote for the Milestone Award! http:"
786,3.89,-3.89,4,27.7,0.674,31.59,140,9.41,1505.0,20.06,10.65,Likely to fizzle,jimmyfallon,461,522,.@PaulMcCartney invented the selfie and the photobomb. http://t.co/p1f80t3j9q
787,3.89,-3.89,4,27.7,0.674,31.59,142,23.88,3054.0,36.7,12.82,Likely to fizzle,Cristiano,1550,752,"You asked: I'm your #1 fan from England! Please could you possibly say ""hi Noah"" ... @noahjlyons http://t.co/OqrBd1Q3BC"
788,3.89,3.89,4,27.7,0.545,23.81,140,9.41,21887.0,75.9,66.49,Likely to fizzle,ArianaGrande,12681,4603,baaaaabe  https://t.co/e3Xrru0kzW
789,3.89,3.89,4,27.7,0.545,23.81,147,42.96,1922.0,25.55,17.42,Likely to fizzle,BarackObama,1194,364,Enter before midnight and you—and your BFF—could meet the President this fall. http://t.co/XjtDaGWXno http://t.co/hRrMiI
790,3.9,-3.9,12,67.85,1.626,71.75,216,69.26,230518.0,99.29,30.03,Likely to fizzle,justinbieber,83822,73348,#WhereAreUENowMusicVideo
791,3.9,3.9,8,60.65,1.135,56.75,175,59.02,13026.0,67.28,8.26,Likely to fizzle,ladygaga,7942,2542,So proud of my dad + his JOANNE TRATTORIA COOKBOOK full of family recipes and photos! Pre-order for the holidays https:/
792,3.94,3.94,69,98.74,5.03,94.8,968,98.94,38233.0,86.42,12.53,Has legs,KimKardashian,12557,12838,WAIT new poll. Which album title do you like best? @kanyewest
793,3.95,-3.95,5,52.97,1.139,56.92,164,55.74,35671.0,85.16,29.42,Likely to fizzle,taylorswift13,14297,10687,BACKSTAGE AND EXCITED. http://t.co/WI7nOQVLfk
794,3.95,-3.95,4,27.7,0.675,31.64,147,42.96,920.0,11.05,31.92,Likely to fizzle,instagram,694,113,Let your thumbs do all the rummaging👗 (via @garancedore) https://t.co/oFzvSftgkU
795,3.95,-3.95,4,27.7,0.675,31.64,141,17.96,920.0,11.05,6.91,Likely to fizzle,instagram,678,121,“I feel more comfortable onstage than at home.” —@thiagopethit https://t.co/MfpV3co4Ui
796,3.95,-3.95,4,27.7,0.675,31.64,140,9.41,27105.0,79.82,70.41,Likely to fizzle,ArianaGrande,15447,5829,I kove u more  https://t.co/L0814oKFgV
797,3.96,3.96,4,27.7,0.544,23.74,141,17.96,741.0,8.52,9.44,Likely to fizzle,instagram,537,102,"“It’s a place that deserves a deeper look.” —@caneparitilidie, who has his #EyesOn Flint, Michigan https://t.co/DVYv4Igt"
798,3.96,3.96,4,27.7,0.544,23.74,145,36.99,3165.0,37.7,0.71,Likely to fizzle,TheEllenShow,2483,341,"Check out ""Have a Little Fun Today""! Nothing more American than a 3day wknd playing a slot machine game on yer phone htt"
799,3.99,3.99,16,75.01,1.598,71.02,258,78.37,22897.0,76.77,1.61,Likely to fizzle,katyperry,9739,6579,I see u mercury in retrograde 👀 come at me bruh
800,4.0,-4.0,21,80.9,2.527,84.9,279,81.27,5637.0,51.09,30.19,Likely to fizzle,jimmyfallon,3807,915,In high school this guy and I were supposed to fight but we never got around to it because we kept having to reschedule.
801,4.0,4.0,25,84.1,2.062,80.1,305,83.87,5585.0,50.94,32.93,Limited spread,jtimberlake,2921,1332,What a send-off!! Thank you all of South Florida for finishing up this leg of the #JT2020Tour... Hope you had as much fu
802,4.01,-4.01,4,27.7,0.676,31.71,141,17.96,922.0,11.1,6.86,Likely to fizzle,instagram,680,121,Walking a tight line for #WHPoverunder https://t.co/cBdt3btwO7
803,4.01,-4.01,4,27.7,0.676,31.71,147,42.96,2382.0,30.67,12.29,Likely to fizzle,BarackObama,1178,602,WATCH: President Obama discusses #CollegeOpportunity with students from across the country. http://t.co/nfa7wPavgW
804,4.01,-4.01,4,27.7,0.676,31.71,140,9.41,27140.0,79.84,70.43,Likely to fizzle,ArianaGrande,17936,4602,♡  https://t.co/MXIUAwbdu3
805,4.01,-4.01,4,27.7,0.676,31.71,140,9.41,27141.0,79.86,70.45,Likely to fizzle,ArianaGrande,15581,5780,they're a little while away still but they're coming bbs https://t.co/sc9CsCwIyo
806,4.01,-4.01,4,27.7,0.676,31.71,141,17.96,922.0,11.1,6.86,Likely to fizzle,instagram,678,122,#WHPsymmetry found on a subway platform https://t.co/SRzjAPsvkU
807,4.02,-4.02,7,58.51,1.289,62.52,179,59.98,7487.0,56.58,3.4,Likely to fizzle,TheEllenShow,5815,836,2 more weeks! #EllenPremiere https://t.co/8h56badD1C
808,4.02,4.02,4,27.7,0.543,23.68,140,9.41,1310.0,16.95,7.54,Likely to fizzle,shakira,364,473,#tbs Addicted To You! Let's get the video @Vevo certified… http://t.co/J3IvOpKDDa
809,4.02,4.02,4,27.7,0.543,23.68,147,42.96,17027.0,71.83,28.86,Likely to fizzle,taylorswift13,8995,4016,"In losing grip on sinking ships, you showed up just in time.
#TS1989 
#taylurking http://t.co/y4K8Ax2PAP"
810,4.02,4.02,4,27.7,0.543,23.68,140,9.41,1471.0,19.43,10.02,Likely to fizzle,jtimberlake,871,300,Last leg of #JT2020Tour kicks off today! Next #FINDERSKEEPERS  - calling all ATL folks! 1st person to… http://t.co/FWu8g
811,4.02,4.02,4,27.7,0.543,23.68,144,31.6,3475.0,40.01,8.41,Likely to fizzle,rihanna,1047,1214,Don't talk to me like I'm famous #Singapore #RAFizLEGEND http://t.co/0S3vRXP2F3
812,4.02,4.02,4,27.7,0.543,23.68,153,51.67,3157.0,37.61,14.06,Likely to fizzle,TheEllenShow,2487,335,And that’s how I got Wham! back together. #EllenQandA  https://t.co/PBHera5RqC
813,4.03,4.03,28,86.39,2.263,82.37,342,86.8,8636.0,59.43,27.37,Limited spread,britneyspears,1580,3528,"The radio #WORKBxxCHPremiere is now happening at 3pm ET- tune in to your local station, @iHeartRadio,or @radiodotcom to "
814,4.03,4.03,5,52.97,0.973,48.94,162,55.09,138022.0,97.21,42.12,Likely to fizzle,justinbieber,64474,36774,We the best! Lol 🔑 https://t.co/VRowNLMEDC
815,4.04,4.04,10,64.28,1.225,60.24,197,64.42,4676.0,47.36,17.05,Likely to fizzle,britneyspears,1644,1516,"Song deals with loneliness and how you can be surrounded at all times by friends, family and adoring fans who you love a"
816,4.06,4.06,9,62.57,1.181,58.52,189,62.57,1609.0,21.67,40.9,Likely to fizzle,instagram,1111,249,“I love who I am and what I do.” —@staceygNYC 🌈 https://t.co/nF6ppjMomM
817,4.07,-4.07,39,92.15,6.064,96.22,467,92.07,35229.0,85.01,7.06,Limited spread,TheEllenShow,21943,6643,".@KeshaRose, just want you to know I’m thinking of you today and sending you my love and support."
818,4.07,-4.07,4,27.7,0.677,31.77,143,27.37,710.0,8.14,19.24,Likely to fizzle,Twitter,248,231,Here's a good tip for those of you who love to read:  http://t.co/l9gSH2c
819,4.08,-4.08,47,94.4,9.905,98.48,573,94.37,37809.0,86.27,8.11,Limited spread,britneyspears,14333,11738,"SO SO SO happy for you! That ring 😍😍😍 💍 Congrats Gaga!!! RT @ladygaga: He gave me his heart on Valentine's Day, and I sa"
820,4.08,4.08,4,27.7,0.542,23.62,141,17.96,739.0,8.5,9.46,Likely to fizzle,instagram,541,99,Christian Bork loves cartoons. So he decided to animate his world. https://t.co/Ky0nJC4mK6
821,4.08,4.08,4,27.7,0.542,23.62,147,42.96,17003.0,71.81,28.84,Likely to fizzle,taylorswift13,8019,4492,"Lattes.
#WelcomeToNewYork 
#TS1989 http://t.co/e2XFi58554"
822,4.11,4.11,10,64.28,1.223,60.18,197,64.42,4310.0,45.64,18.77,Likely to fizzle,BarackObama,2188,1061,"""I sent Congress a bold new plan to bring down the cost of community college to zero."" —President Obama #CollegeOpportun"
823,4.13,-4.13,4,27.7,0.678,31.82,141,17.96,924.0,11.15,6.81,Likely to fizzle,instagram,668,128,A circle of tutus and pointe shoes in Moscow #TheWeekOnInstagram https://t.co/8l1RSg3UZQ
824,4.13,-4.13,4,27.7,0.678,31.82,141,17.96,924.0,11.15,6.81,Likely to fizzle,instagram,668,128,Dispelling and dismantling myths with Mama Cax https://t.co/wyBlnFxCG0
825,4.13,-4.13,4,27.7,0.678,31.82,147,42.96,21272.0,75.51,32.54,Likely to fizzle,taylorswift13,10180,5546,To see my dad photo bombing is to see him at his happiest. http://t.co/ClIjcbjtGU
826,4.14,-4.14,23,82.64,2.791,86.78,282,81.59,50907.0,90.11,8.52,Likely to fizzle,selenagomez,10973,19967,The best: Selenators Are Excited For Come And Get It
827,4.14,-4.14,13,69.69,1.72,73.83,217,69.55,243930.0,99.4,29.85,Likely to fizzle,justinbieber,121238,61346,Vancouver tonight
828,4.14,4.14,4,27.7,0.541,23.56,142,23.88,4120.0,44.43,20.55,Likely to fizzle,KimKardashian,2792,664,Check out http://t.co/M0m4mjqwvP  2see a full write up on the creative direction &amp; bts from Kanye's Yeezy Season 2 h
829,4.14,4.14,4,27.7,0.541,23.56,141,17.96,737.0,8.47,9.49,Likely to fizzle,instagram,547,95,Tick-tock! A human clock for #WHPinthestudio https://t.co/L01imQ5ZkL
830,4.14,4.14,4,27.7,0.541,23.56,142,23.88,4114.0,44.39,20.51,Likely to fizzle,KimKardashian,2970,572,Hey France! Don't miss tonight's season finale of Keeping Up with the Kardashians on the new @eonlineFR App: https://t.c
831,4.14,4.14,4,27.7,0.541,23.56,145,36.99,3150.0,37.51,0.52,Likely to fizzle,TheEllenShow,2112,519,"Who wants Rock in Rio tix this wknd in Vegas? See my friends @TaylorSwift13,@BrunoMars &amp; Carla my blackjack dealer. "
832,4.14,4.14,4,27.7,0.541,23.56,147,42.96,16979.0,71.79,28.82,Likely to fizzle,taylorswift13,9353,3813,"Grab your passport and my hand.
#TS1989 
#taylurking http://t.co/4nbTipZPbx"
833,4.14,4.14,4,27.7,0.541,23.56,144,31.6,3464.0,39.94,8.34,Likely to fizzle,rihanna,1142,1161,#NEWZEALAND #MACgal #whosdatchick http://t.co/IdxlmHgxdW
834,4.14,4.14,4,27.7,0.541,23.56,146,39.56,738.0,8.48,31.08,Likely to fizzle,instagram,506,116,Halloween cake &gt; Halloween candy. Just ask @livforcake https://t.co/HeFZTr62Q6
835,4.15,-4.15,20,79.88,2.418,84.03,270,80.07,27747.0,80.35,0.28,Likely to fizzle,ladygaga,10537,8605,Me and @itstonybennett are so excited to announce we will be performing at #TheGrammys this year! Thank you to @TheGRAMM
836,4.15,-4.15,6,56.14,1.226,60.29,174,58.77,39897.0,87.07,28.3,Likely to fizzle,ddlovato,22535,8681,Can’t WAIT to show you guys the new video for #WithoutAFight with @BradPaisley 😝 https://t.co/k9HmHZCr5P
837,4.16,-4.16,45,93.89,8.602,98.05,524,93.45,55011.0,91.04,2.42,Limited spread,rihanna,15425,19793,Navy please keep the people of The Philippines in your prayers!!! I was just there and this truly breaks my heart!!!
838,4.16,4.16,5,52.97,0.971,48.81,151,50.7,38991.0,86.76,36.06,Likely to fizzle,ArianaGrande,19225,9883,"exciting news for my London babes, I'm coming to see you in Nov! my fragrance #Ari will be at… https://t.co/6xpOI2EOFC"
839,4.17,4.17,17,76.37,1.645,72.2,248,76.69,51529.0,90.27,13.58,Likely to fizzle,taylorswift13,11713,19908,"Eating cheeseburgers, scribbling on guitars, writing songs with @edsheeran.  :)"
840,4.17,-4.17,4,27.7,0.679,31.86,141,17.96,12381.0,66.38,48.42,Likely to fizzle,selenagomez,2179,5101,Mexico has been amazing.. #girlsday ready to see @pmdeleon22 :) http://t.co/XheY8NjZ
841,4.17,-4.17,4,27.7,0.679,31.86,140,9.41,27282.0,79.92,70.51,Likely to fizzle,ArianaGrande,14782,6250,me too babee https://t.co/tlyGkUxYNP
842,4.18,-4.18,50,95.11,14.947,99.29,609,95.0,57051.0,91.43,3.57,Has legs,britneyspears,21683,17684,.@MileyCyrus Love you so much!  Thank you for coming to #PieceOfMe! I adore you :)
843,4.18,-4.18,12,67.85,1.637,72.02,201,65.41,65665.0,92.68,27.27,Likely to fizzle,ArianaGrande,32467,16599,"love u capital fm !!! thank you again, london http://t.co/dDfXOTiUxc"
844,4.19,4.19,9,62.57,1.176,58.39,184,61.32,47176.0,89.35,28.03,Likely to fizzle,ArianaGrande,24014,11581,"""a G""?....... ""my little G"" mom?????? http://t.co/LXaxrkVeWh"
845,4.21,4.21,17,76.37,1.644,72.17,237,74.6,12498.0,66.51,8.09,Likely to fizzle,KimKardashian,9436,1531,HAPPY MOTHER'S DAY https://t.co/FMq360zJIH https://t.co/6zXJiDW46w
846,4.21,4.21,4,27.7,0.54,23.49,140,9.41,1303.0,16.87,7.46,Likely to fizzle,shakira,597,353,Watch Shak with the cajon in the studio (she played it on Broken Record on the new album!) http://t.co/FpcbOFP0Wd ShakHQ
847,4.21,4.21,4,27.7,0.54,23.49,147,42.96,1904.0,25.32,17.64,Likely to fizzle,BarackObama,1116,394,Your support is building a movement of millions: http://t.co/Xaxw5nW2dE
848,4.21,4.21,4,27.7,0.54,23.49,141,17.96,736.0,8.44,9.52,Likely to fizzle,instagram,540,98,"Our #BoomerangOfTheWeek = extreme 🥄🥄🥄 
https://t.co/vTVHeN6hNd"
849,4.21,4.21,4,27.7,0.54,23.49,140,9.41,17624.0,72.4,62.99,Likely to fizzle,ddlovato,10516,3554,November 19th | Mumbai | Change begins with me #ShuruaatHoonMain https://t.co/CsfyO4MclZ
850,4.22,-4.22,49,94.86,12.528,99.08,591,94.6,72790.0,93.51,1.1,Limited spread,TheEllenShow,27566,22612,Why did @Adele cross the road? She wanted to say hello from the other side.
851,4.22,-4.22,4,27.7,0.68,31.91,145,36.99,22164.0,76.17,39.18,Likely to fizzle,ddlovato,11878,5143,#HondaCivicTour kicks off in a month! You could snag a trip to hang out with me in LA! ✈️👯 https://t.co/Za7bQcZuVY. http
852,4.22,-4.22,4,27.7,0.68,31.91,140,9.41,1642.0,22.06,12.65,Likely to fizzle,shakira,340,651,"Los Shaki fans están intentando que Whenever, Wherever llegue a ser Certified en @VEVO (100 millones). Faltan 4.5m! http"
853,4.22,-4.22,4,27.7,0.68,31.91,147,42.96,2398.0,30.8,12.16,Likely to fizzle,BarackObama,1248,575,LAST CALL: Chip in to keep building a truly grassroots movement. http://t.co/HBlfeiP9Xx
854,4.22,-4.22,4,27.7,0.68,31.91,140,9.41,1642.0,22.06,12.65,Likely to fizzle,shakira,770,436,¿Se perdieron la espectacular interpretación de Empire que hizo Shak en los @OfficialBBMAs? El video está aquí http://t.
855,4.24,-4.24,9,62.57,1.429,66.81,187,62.09,5037.0,48.95,13.13,Likely to fizzle,BarackObama,2311,1363,"""When folks in Congress question my authority to take action, I've got one answer: Pass a bill.""—President Obama #Immigr"
856,4.26,4.26,4,27.7,0.539,23.44,142,23.88,4100.0,44.3,20.43,Likely to fizzle,KimKardashian,2808,646,#NewUpdateAlert obsessed with @NeNeLeakes &amp; get glam tips from @jenatkinhair @MakeupByMario #KimKardashianGame http:
857,4.26,4.26,4,27.7,0.539,23.44,145,36.99,6185.0,52.89,15.9,Likely to fizzle,ladygaga,2535,1825,#CheekToCheek is also available @GooglePlay! DELUXE: http://t.co/bSDF5izsTg STANDARD: http://t.co/Wmjg50wjyi 🎺
858,4.26,4.26,4,27.7,0.539,23.44,144,31.6,736.0,8.44,23.16,Likely to fizzle,YouTube,630,53,Especially if they snore. https://t.co/eNbNpxIVdI https://t.co/TgJh0gvOEj
859,4.26,4.26,4,27.7,0.539,23.44,145,36.99,3135.0,37.38,0.39,Likely to fizzle,TheEllenShow,2441,347,"I played Pie Face with @aplusk &amp; @dannymasterson. This happened. Thanks, @Chideo! https://t.co/xJivo2bUIV https://t."
860,4.27,-4.27,25,84.1,3.03,88.37,309,84.24,17603.0,72.37,11.88,Limited spread,TheEllenShow,11489,3057,We're going to the finals! #USWNT #USAvGER
861,4.28,-4.28,16,75.01,2.01,79.28,249,76.9,28806.0,81.12,4.22,Likely to fizzle,katyperry,18108,5349,"""Stared into the face of evil and refused to blink!"" 💪🏼🇺🇸💪🏼 @HillaryClinton"
862,4.28,-4.28,6,56.14,1.229,60.42,172,58.17,49302.0,89.79,31.62,Likely to fizzle,ArianaGrande,31386,8958,sending you all the extra love you may be needing today... 💡🍂 https://t.co/cLooWHBvnQ
863,4.28,4.28,7,58.51,1.078,54.23,176,59.3,1471.0,19.43,39.86,Likely to fizzle,YouTube,1103,184,Theodore Roosevelt vs Winston Churchill. Who won?  https://t.co/hdSNvLxlxU @ERBOfHistory https://t.co/64eSXEWrS2
864,4.28,4.28,6,56.14,1.029,51.86,172,58.17,145794.0,97.44,39.27,Likely to fizzle,justinbieber,52642,46576,Happy #SORRY #halloween https://t.co/Bg8xAgPojl
865,4.29,-4.29,4,27.7,0.681,31.99,145,36.99,7820.0,57.36,20.37,Likely to fizzle,ladygaga,3238,2291,"Thank you for the beautiful warm welcome Athens. We come in the spirit of love, music, and to… http://t.co/SAEuFwBlui"
866,4.29,-4.29,4,27.7,0.681,31.99,140,9.41,27350.0,80.0,70.59,Likely to fizzle,ArianaGrande,14472,6439,Yas @nekaijo https://t.co/ABSBPF258C
867,4.3,-4.3,40,92.58,6.937,96.88,512,93.19,278299.0,99.67,6.48,Limited spread,ArianaGrande,135235,71532,well this is utterly terrifying
868,4.31,-4.31,26,84.88,3.191,89.19,317,84.95,12181.0,66.14,18.81,Limited spread,britneyspears,2639,4771,Woke up today and saw that a low quality version of Work Bitch had leaked :(
869,4.31,4.31,20,79.88,1.803,75.58,271,80.24,10474.0,63.29,16.95,Likely to fizzle,TheEllenShow,7440,1517,"Congrats, Sandra Bullock! People Magazine’s “Most Beautiful Woman” of 2015! She looks incredible at 50. I am proud to ca"
870,4.31,4.31,12,67.85,1.319,63.54,206,66.64,4647.0,47.18,19.45,Likely to fizzle,BarackObama,1803,1422,Tonight the President will address the nation on the steps he's taking to fix our broken immigration system. #Immigratio
871,4.32,-4.32,13,69.69,1.728,74.01,225,71.65,19829.0,74.4,2.75,Likely to fizzle,ladygaga,11293,4268,GO OUT AND #Vote #ElectionDay your vote matters MORE THAN EVER. 🇺🇸🎉💪✌️️❤️ https://t.co/smZ5pv1U0v
872,4.32,4.32,18,77.61,1.691,73.29,240,75.11,6456.0,53.65,21.46,Likely to fizzle,britneyspears,4528,964,Congrats to my friend @iamstevent who was awarded the @UN's 2016 Humanitarian Award! So proud of his incredible work wit
873,4.32,4.32,4,27.7,0.538,23.38,140,9.41,1202.0,15.26,5.85,Likely to fizzle,jimmyfallon,678,262,"@Metallica, @theRoots and I play Enter Sandman with childhood instruments! https://t.co/YjG6Htif17 #HardwiredToSelfDestr"
874,4.32,4.32,4,27.7,0.538,23.38,145,36.99,3127.0,37.35,0.36,Likely to fizzle,TheEllenShow,2359,384,"First Adele, now Bieber. Lydia Lee is obviously working her way through the alphabet. https://t.co/IO5TkOLQQu"
875,4.34,4.34,70,98.84,4.897,94.5,1000,99.54,28449.0,80.86,18.69,Has legs,TheEllenShow,19333,4558,"New York, I love you."
876,4.34,-4.34,28,86.39,3.553,90.73,343,86.87,9622.0,61.57,25.3,Limited spread,jtimberlake,3214,3204,"“@NBAonTNT: .@jtimberlake has a second job?"" I'll work the camera every Grizz game if you start putting them on TNT more"
877,4.34,-4.34,7,58.51,1.297,62.84,170,57.6,8296.0,58.6,1.0,Likely to fizzle,rihanna,1930,3183,Told you I'll be here forever!!! #NavyLifeDoe http://t.co/HmOvxdU5Cv
878,4.34,4.34,10,64.28,1.218,59.94,195,63.91,22204.0,76.2,12.29,Likely to fizzle,selenagomez,9382,6411,My aunty lorraineschwartz continues to make me feel so pretty :) love you!!! http://t.co/KrSpvzvgPA
879,4.36,4.36,9,62.57,1.172,58.22,189,62.57,13451.0,67.92,5.35,Likely to fizzle,ladygaga,6403,3524,Cover 5/16 Lee Alexander McQueen (2002) shot by Steven Klein. EXCLUSIVE never before seen PHOTOGRAPH for #V99 https://t.
880,4.36,4.36,6,56.14,1.028,51.78,169,57.31,41254.0,87.68,30.37,Likely to fizzle,ArianaGrande,21972,9641,wow you're cute / we are  https://t.co/HQXkdg3pZE
881,4.36,-4.36,4,27.7,0.682,32.05,147,42.96,2405.0,30.81,12.15,Likely to fizzle,BarackObama,1241,582,America needs to #LeadOnTrade by making sure any deal lives up to our values. (graphic via @WhiteHouse) http://t.co/TqJA
882,4.36,-4.36,4,27.7,0.682,32.05,145,36.99,3970.0,43.47,6.49,Likely to fizzle,TheEllenShow,3000,485,This may be the most ridiculous 12 Days we’ve ever done. Enter to win here. https://t.co/6Q2cQX4STM https://t.co/6B1G3ki
883,4.36,-4.36,4,27.7,0.682,32.05,141,17.96,930.0,11.28,6.68,Likely to fizzle,instagram,674,128,Watch our Instagram story to follow along with @chrisburkard on his @GlacierNPS adventure #NPS100 https://t.co/LtuU7dw0k
884,4.37,-4.37,33,89.37,4.574,93.74,404,89.89,6244.0,53.03,36.86,Limited spread,YouTube,4652,796,"@tyleroakley Oh no, Tyler, thank you for being so awesome! Can't wait to see what 2016 brings!"
885,4.37,4.37,4,27.7,0.537,23.33,144,31.6,3440.0,39.82,8.22,Likely to fizzle,rihanna,818,1311,A white sand Christmas! #barbados #throwback http://t.co/c2TuNGfm
886,4.38,-4.38,48,94.62,12.147,99.0,576,94.44,77683.0,94.0,0.44,Limited spread,rihanna,37685,19999,#ANTI is the number 1 album on the Billboard #Hot200 chart!!! That damn Navy!!! Thank you for your love🎈🔫
887,4.39,-4.39,4,27.7,0.683,32.09,140,9.41,27449.0,80.1,70.69,Likely to fizzle,ArianaGrande,16765,5342,qt https://t.co/2pWpbEBtUb
888,4.39,-4.39,4,27.7,0.683,32.09,141,17.96,931.0,11.3,6.66,Likely to fizzle,instagram,695,118,How to #YogaEveryDamnDay with @JessNotJazz https://t.co/DoZHF7lGMz
889,4.4,4.4,20,79.88,1.798,75.48,258,78.37,254953.0,99.51,21.14,Likely to fizzle,justinbieber,119705,67624,Vancouver tonight. #PURPOSETOUR
890,4.42,4.42,4,27.7,0.536,23.28,147,42.96,1891.0,25.2,17.76,Likely to fizzle,BarackObama,963,464,"Add your name to join the team that believes quality, affordable health coverage is worth fighting for: http://t.co/BkRD"
891,4.42,4.42,4,27.7,0.536,23.28,145,36.99,3119.0,37.27,0.28,Likely to fizzle,TheEllenShow,2275,422,"This week, someone's winning $50K. As in thousand. As in five zero. As in 8 more than 42. Watch my show &amp; win! http:"
892,4.42,4.42,4,27.7,0.536,23.28,140,9.41,1451.0,19.23,9.82,Likely to fizzle,jtimberlake,409,521,"Stream JT's ""@Target presents #iHeartRadio Album Release party"" tonight 9 PM ET/6PM PT from home! Info: http://t.co/sHol"
893,4.42,4.42,4,27.7,0.536,23.28,147,42.96,1888.0,25.16,17.8,Likely to fizzle,BarackObama,734,577,The #Obamacare marketplace opens Saturday—spread the word about why getting covered matters: http://t.co/e6JZT2P5Ch http
894,4.42,4.42,4,27.7,0.536,23.28,141,17.96,731.0,8.39,9.57,Likely to fizzle,instagram,545,93,Hay bales + parkour = #WHPinmotion gold https://t.co/yg38wZ8kB2
895,4.43,-4.43,13,69.69,1.734,74.12,207,66.93,24846.0,78.3,11.37,Likely to fizzle,katyperry,10822,7012,"Dear festival friends remember, selfing is a disease. 😳📷"
